x,y,h3_address,neighbours,neighbours_centroids,caslt_cnt,dth_dnv_cnt,se_dnv_cnt,sl_dnv_cnt,wnd_dnv_cnt,caslt_cnt_1,dth_dnv_cnt_1,se_dnv_cnt_1,sl_dnv_cnt_1,wnd_dnv_cnt_1,caslt_cnt_2,dth_dnv_cnt_2,se_dnv_cnt_2,sl_dnv_cnt_2,wnd_dnv_cnt_2,caslt_cnt_3,dth_dnv_cnt_3,se_dnv_cnt_3,sl_dnv_cnt_3,wnd_dnv_cnt_3,caslt_cnt_4,dth_dnv_cnt_4,se_dnv_cnt_4,sl_dnv_cnt_4,wnd_dnv_cnt_4,caslt_cnt_5,dth_dnv_cnt_5,se_dnv_cnt_5,sl_dnv_cnt_5,wnd_dnv_cnt_5,caslt_cnt_6,dth_dnv_cnt_6,se_dnv_cnt_6,sl_dnv_cnt_6,wnd_dnv_cnt_6,bus_station_cnt,traffic_cnt,pleasure_cnt,seoul_police_cnt,park_cnt,crossroad_cnt,도로10이하_cnt,도로10_20_cnt,도로20_30_cnt,도로30이상_cnt,child_cnt,silver_cnt,crosswalk_cnt,prediction
127.0474578853,37.6063621997,8930e1c0693ffff,"['8930e1c312fffff', '8930e1c0697ffff', '8930e1c312bffff', '8930e1c3167ffff', '8930e1c0683ffff', '8930e1c0693ffff', '8930e1c069bffff']","[(37.610554927222786, 127.0481681153588), (37.60881888477095, 127.05064844924165), (37.60946517951774, 127.04545214953812), (37.60663954889968, 127.04521655577705), (37.60599313694633, 127.05041261327443), (37.607729218745995, 127.0479323899177), (37.604903548779134, 127.0476966856379)]",13,0,10,3,0,9,0,5,3,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,2,5,0,0,0,3,2,9,0.20495436306013493
127.0419020631,37.5863802392,8930e1c3363ffff,"['8930e1c3363ffff', '8930e1c336fffff', '8930e1c3377ffff', '8930e1c337bffff', '8930e1c336bffff', '8930e1c3373ffff', '8930e1c3367ffff']","[(37.58577208522596, 127.04085330374757), (37.58403589157155, 127.04333256680219), (37.588597368073714, 127.04108861795568), (37.58468295298695, 127.03813884105374), (37.582946840988605, 127.04061801065568), (37.58750815793444, 127.03837402370996), (37.58686121370819, 127.04356799145333)]",11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,1,0,12,1,8,2,1,0,0,0,0,0,2,8,0,1,0,2,8,0,0,0,2,2,4,0.20425661613046758
127.077680168,37.6073258706,8930e1c0007ffff,"['8930e1c000fffff', '8930e1c00abffff', '8930e1c0007ffff', '8930e1c0003ffff', '8930e1c0033ffff', '8930e1c003bffff', '8930e1c0017ffff']","[(37.60558308623698, 127.07663587428054), (37.61123586900756, 127.07711003310418), (37.60840945836534, 127.076872943048), (37.60732014253539, 127.07415515849581), (37.609498770247484, 127.07959095287723), (37.60667232030317, 127.07935375225318), (37.61014647536062, 127.07439211670274)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,2,0,0,3,6,0,0,0,2,0,15,0.19984610813769899
127.1330169264,37.5414860087,8930e1cf5d7ffff,"['8930e1cf5d7ffff', '8930e1cf59bffff', '8930e1cf5c7ffff', '8930e1cf5c3ffff', '8930e1cf58bffff', '8930e1c1b6fffff', '8930e1cf5d3ffff']","[(37.541240319703114, 127.13425089338223), (37.54406732193786, 127.13449044279325), (37.539499925604304, 127.1367302943429), (37.538413356309285, 127.13401136546825), (37.54232696682956, 127.13696995417548), (37.54298059288658, 127.13177147508465), (37.540153668484265, 127.13153205758499)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,12,0,10,2,0,5,0,1,4,0,0,0,0,0,0,0,0,24,0,0,0,9,0,0,0,7,0,0,0.19936350185827562
126.9839705474,37.5684815564,8930e1d8c3bffff,"['8930e1d8c23ffff', '8930e1d8c07ffff', '8930e1d8c77ffff', '8930e1d8c0fffff', '8930e1d8c2bffff', '8930e1d8c33ffff', '8930e1d8c3bffff']","[(37.56963623082069, 126.98707217591237), (37.57028115137181, 126.98188441080634), (37.56572318574421, 126.98412937116112), (37.567457506193584, 126.98165194444782), (37.56681246831171, 126.9868394680874), (37.57137059343235, 126.98459454533723), (37.56854687025024, 126.98436194782016)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,47,1,1,2,5,0,0,1,0,2,11,0.19729035287737984
126.9363039557,37.5024278416,8930e1d93b3ffff,"['8930e1d93b3ffff', '8930e1d93a3ffff', '8930e1d914bffff', '8930e1d914fffff', '8930e1d93bbffff', '8930e1d93b7ffff', '8930e1d9387ffff']","[(37.50314050862468, 126.9371134845913), (37.50140674206191, 126.93958763576688), (37.504874154647844, 126.93463931689188), (37.505962322656856, 126.93734363515458), (37.50031873355967, 126.9368833546387), (37.50422859528836, 126.93981789635487), (37.50205241877806, 126.93440929695663)]",0,0,0,0,0,7,0,3,3,1,0,0,0,0,0,10,1,2,7,0,0,0,0,0,0,11,0,6,4,1,0,0,0,0,0,6,13,3,0,0,2,8,0,0,0,3,0,4,0.19679050545795446
127.1544572094,37.4954274071,8930e1cd487ffff,"['8930e1cd483ffff', '8930e1cd4b3ffff', '8930e1cd487ffff', '8930e1cf34bffff', '8930e1cd497ffff', '8930e1cd4bbffff', '8930e1cd48fffff']","[(37.493389053654724, 127.15120210430759), (37.49555916416139, 127.15663877337545), (37.49447411096069, 127.15392032647219), (37.4973010349255, 127.15416063231652), (37.496215899748016, 127.15144227831382), (37.492732201389636, 127.15639835723874), (37.49164722605943, 127.15368004218082)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,4,0,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,8,0,0,0,3,1,2,0.19669622654942248
126.951485343,37.5007824293,8930e1d9e1bffff,"['8930e1d9ec7ffff', '8930e1d9e0bffff', '8930e1d9ecfffff', '8930e1d9e57ffff', '8930e1d9e1bffff', '8930e1d9e13ffff', '8930e1d9e03ffff']","[(37.50293661716776, 126.9501762390287), (37.49946799309946, 126.95512501942105), (37.500114529278484, 126.94994549703864), (37.49838023835744, 126.95241978549504), (37.50120236541008, 126.95265063751746), (37.50402453144308, 126.95288151021715), (37.50229019829486, 126.95535600216051)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,1,6,0,0,0,3,2,0,0.19621568782945065
126.9751332072,37.4823134091,8930e1d9a7bffff,"['8930e1d9a6bffff', '8930e1d9a7bffff', '8930e1d9a63ffff', '8930e0369b7ffff', '8930e1d9a73ffff', '8930e1d9a4fffff', '8930e1d9a47ffff']","[(37.48103069970001, 126.97716175650788), (37.48276619593565, 126.97468763428756), (37.48385321785428, 126.9773937087252), (37.47994375591977, 126.97445581284097), (37.48558867502327, 126.97491947649597), (37.48167917070335, 126.97198178395789), (37.484501571651634, 126.9722134954029)]",8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,20,0,1,2,4,0,0,0,6,1,5,0.19586507492371136
126.9352195295,37.494232055,8930e1d9303ffff,"['8930e1d931bffff', '8930e1d9317ffff', '8930e1d9313ffff', '8930e1d9303ffff', '8930e1d9307ffff', '8930e1d930bffff', '8930e1d930fffff']","[(37.49358744504982, 126.93371936072934), (37.4974969974749, 126.93665324529411), (37.49640906396605, 126.93394931887809), (37.49467530038329, 126.93642315655471), (37.49576315254966, 126.93912717644949), (37.49185364229795, 126.9361930884178), (37.492941416289945, 126.93889697771455)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,8,0,0,0,5,1,0,0.19457029791420294
126.8837837398,37.4970034924,8930e0acba3ffff,"['8930e0acba3ffff', '8930e0acbabffff', '8930e0acba7ffff', '8930e0acbb7ffff', '8930e0acbb3ffff', '8930e0acbafffff', '8930e0acbbbffff']","[(37.49830020864033, 126.88443785148816), (37.49547976378383, 126.88421020786777), (37.49938882595072, 126.88713856537522), (37.50112069247202, 126.88466551548684), (37.500031993970765, 126.88196489522483), (37.49656830285356, 126.88691079144132), (37.4972115883807, 126.88173736153229)]",4,1,2,1,0,8,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,4,6,1,0,1,2,0,8,0.19351339598661937
127.1286236532,37.547456827,8930e1c1b77ffff,"['8930e1c1b73ffff', '8930e1c1b0fffff', '8930e1c1b2bffff', '8930e1c1b63ffff', '8930e1c1b3bffff', '8930e1c1b67ffff', '8930e1c1b77ffff']","[(37.546460776496616, 127.12681258651509), (37.54928766170138, 127.12705180464658), (37.548634558174626, 127.13225037454873), (37.54472074515198, 127.12929203945923), (37.550374632411334, 127.12977071806056), (37.545807556121055, 127.1320109140716), (37.54754766937646, 127.1295313680197)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,5,0,0,0,6,3,0,0.19346674203337405
127.130825694,37.5475145712,8930e1c1b77ffff,"['8930e1c1b73ffff', '8930e1c1b0fffff', '8930e1c1b2bffff', '8930e1c1b63ffff', '8930e1c1b3bffff', '8930e1c1b67ffff', '8930e1c1b77ffff']","[(37.546460776496616, 127.12681258651509), (37.54928766170138, 127.12705180464658), (37.548634558174626, 127.13225037454873), (37.54472074515198, 127.12929203945923), (37.550374632411334, 127.12977071806056), (37.545807556121055, 127.1320109140716), (37.54754766937646, 127.1295313680197)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,5,0,0,0,6,3,0,0.19346674203337405
127.149337884,37.4917711922,8930e1cd49bffff,"['8930e1cd483ffff', '8930e1cf267ffff', '8930e1cd48bffff', '8930e1cd4d7ffff', '8930e1cd49bffff', '8930e1cf26fffff', '8930e1cd493ffff']","[(37.493389053654724, 127.15120210430759), (37.49404561711483, 127.14600624452156), (37.49056224662937, 127.15096195184164), (37.48947726311291, 127.14824408620555), (37.49230399225697, 127.14848410686596), (37.49121892678082, 127.14576633413172), (37.49513076047331, 127.14872414905406)]",0,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,3,8,0,0,0,1,1,4,0.18918749834402288
126.9012953173,37.5150891872,8930e1d940bffff,"['8930e1d940fffff', '8930e1d941bffff', '8930e1d9473ffff', '8930e1d940bffff', '8930e1d9447ffff', '8930e1d9403ffff', '8930e1d9457ffff']","[(37.51720482618349, 126.90426198174616), (37.51784802951818, 126.89908544414513), (37.514383678049896, 126.90403334363704), (37.5161159140527, 126.90155940208489), (37.51329484411111, 126.90133089445801), (37.51893702289164, 126.90178793017567), (37.5150269988722, 126.89885704652923)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,62,0,0,4,4,0,1,0,1,0,2,0.18912532235352392
127.0689913899,37.5777697108,8930e1c024bffff,"['8930e1c1187ffff', '8930e1c1197ffff', '8930e1c025bffff', '8930e1c024fffff', '8930e1c0243ffff', '8930e1c024bffff', '8930e1c11b3ffff']","[(37.57514456312213, 127.06883391180867), (37.576881848489315, 127.06635448779893), (37.579707639803445, 127.06659096998766), (37.57905893495243, 127.07178674613814), (37.58079626284027, 127.06930711831747), (37.577970393654326, 127.0690705044456), (37.57623302654946, 127.07155002181072)]",7,2,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,4,4,0,0,0,4,2,7,0.1890765285192399
126.9055636992,37.5011695452,8930e1d9633ffff,"['8930e1d963bffff', '8930e1d9623ffff', '8930e1d9637ffff', '8930e1d9607ffff', '8930e1d96abffff', '8930e1d9633ffff', '8930e1d96afffff']","[(37.49854596840169, 126.90536383536052), (37.499634327032304, 126.90806594988858), (37.502455397954144, 126.90829472607213), (37.500278521233504, 126.9028904601399), (37.50309947470656, 126.90311899590864), (37.501366961116204, 126.90559248109685), (37.50418799279752, 126.90582114730546)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,2,6,0,0,0,5,1,7,0.18807667047327697
126.8397567547,37.5302294023,8930e0aea27ffff,"['8930e0aea23ffff', '8930e0aea27ffff', '8930e0aea2fffff', '8930e0aea37ffff', '8930e0aeb53ffff', '8930e0aeb5bffff', '8930e0aebcbffff']","[(37.52836383181694, 126.83722334916321), (37.529453912285646, 126.83992215206074), (37.52663417569858, 126.83969648749274), (37.531183528964235, 126.83744890376212), (37.53054398994926, 126.84262117896034), (37.52772417510472, 126.84239538421215), (37.532273687691344, 126.84014783683243)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,46,0,0,1,3,0,0,0,6,1,8,0.18741714679536348
127.1488862466,37.4988295447,8930e1cf22fffff,"['8930e1cf35bffff', '8930e1cf227ffff', '8930e1cf223ffff', '8930e1cd497ffff', '8930e1cf22fffff', '8930e1cd493ffff', '8930e1cf22bffff']","[(37.49904278489613, 127.15168247386327), (37.500784414070566, 127.1492042980248), (37.499699114960585, 127.1464861298579), (37.496215899748016, 127.15144227831382), (37.49795756774887, 127.1489642127727), (37.49513076047331, 127.14872414905406), (37.496872346512454, 127.14624617642927)]",0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,8,0,5,3,0,2,4,0,0,0,1,6,0,0,0,8,2,2,0.18654655705794426
127.0516014434,37.580346624,8930e1c1513ffff,"['8930e1c151bffff', '8930e1c158bffff', '8930e1c158fffff', '8930e1c1517ffff', '8930e1c1513ffff', '8930e1c1503ffff', '8930e1c15c7ffff']","[(37.578826584958875, 127.05077025397685), (37.583388542120716, 127.04852668745599), (37.58447750348128, 127.0512417870667), (37.58274090457829, 127.0537212029748), (37.58165202490403, 127.05100600994274), (37.579915386742194, 127.05348531540764), (37.580563141435384, 127.04829104192594)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,3,1,0,2,8,0,0,0,3,0,7,0.18635991751144387
126.8481501808,37.549775956,8930e0ae947ffff,"['8930e0ae97bffff', '8930e0ae973ffff', '8930e0ae943ffff', '8930e0ae94fffff', '8930e0ae957ffff', '8930e0ae90bffff', '8930e0ae947ffff']","[(37.54791503566628, 126.85185083472572), (37.55073531786547, 126.85207714169461), (37.548554237930794, 126.84667640446212), (37.54682457535301, 126.84915048433929), (37.55137440242488, 126.84690247106715), (37.5524650220472, 126.8496028579058), (37.54964477933621, 126.84937666099391)]",0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4,12,34,0,0,4,5,0,0,1,4,2,3,0.18619564481525464
126.9039987569,37.5210483212,8930e1d9407ffff,"['8930e1d9417ffff', '8930e1d940fffff', '8930e1d9433ffff', '8930e1d943bffff', '8930e1d9403ffff', '8930e1d94abffff', '8930e1d9407ffff']","[(37.52175817061496, 126.90201647873302), (37.51720482618349, 126.90426198174616), (37.52111500046041, 126.90719357462889), (37.51829373525129, 126.90696478552888), (37.51893702289164, 126.90178793017567), (37.522847239116864, 126.90471931939614), (37.52002601321012, 126.90449064033164)]",18,2,12,4,0,0,0,0,0,0,0,0,0,0,0,14,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,69,1,0,2,3,0,0,1,1,0,11,0.18594072772466785
127.0338504678,37.6108061037,8930e1c311bffff,"['8930e1c31cfffff', '8930e1c3157ffff', '8930e1c3113ffff', '8930e1c310bffff', '8930e1c31c7ffff', '8930e1c311bffff', '8930e1c3103ffff']","[(37.60966698210586, 127.03234563251875), (37.60793150834721, 127.03482562631297), (37.61358233914751, 127.03529586631129), (37.60902134910063, 127.0375408230917), (37.61249233887985, 127.03258063145334), (37.610756904501045, 127.03506073575875), (37.61184682312594, 127.03777606416283)]",20,0,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,8,27,0,0,0,4,5,0,0,0,4,0,9,0.18574051484840481
127.0318284716,37.6204552019,8930e1c3193ffff,"['8930e1c3197ffff', '8930e1c352fffff', '8930e1c3183ffff', '8930e1c3193ffff', '8930e1c352bffff', '8930e1c319bffff', '8930e1c3567ffff']","[(37.620968640053114, 127.03328575485043), (37.62270383518702, 127.03080530198228), (37.61814316786658, 127.03305069261634), (37.61987840241608, 127.03057035029107), (37.62161351591942, 127.02808999100678), (37.61705300809421, 127.03033541969278), (37.61878816101409, 127.02785517094402)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,7,0,5,2,0,8,0,5,3,0,0,0,0,0,0,0,9,1,0,0,4,0,0,0.1840591975428899
126.9220963576,37.4761781439,8930e0361a7ffff,"['8930e036cdbffff', '8930e1d926bffff', '8930e0361a7ffff', '8930e0361afffff', '8930e036cd3ffff', '8930e0361b7ffff', '8930e0361a3ffff']","[(37.47339637397541, 126.92423235004534), (37.477951158068784, 126.92198887924177), (37.475130047175405, 126.92175954593068), (37.47230897537478, 126.92153023314599), (37.476217523998216, 126.92446179326667), (37.47686359994832, 126.91928672536775), (37.47404256727805, 126.91905752248593)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,23,9,1,6,0,0,0,0,0,10,0,0,0,4,0,0,0.18403655894310733
126.9196473846,37.5133168499,8930e1d90bbffff,"['8930e1d90b3ffff', '8930e1d9017ffff', '8930e1d90abffff', '8930e1d908fffff', '8930e1d90bbffff', '8930e1d90a3ffff', '8930e1d9087ffff']","[(37.51527349930935, 126.91979396420345), (37.50963053723754, 126.91933526517825), (37.51071903682974, 126.9220387610414), (37.51136341792763, 126.91686120212353), (37.5124519988138, 126.91956460442083), (37.51354057657845, 126.92226823085527), (37.514184840249754, 126.91709043134223)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,2,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,2,5,0,0,0,8,0,0,0,3,1,1,0.18373407392119884
126.9360743585,37.4717734557,8930e036c0bffff,"['8930e036c73ffff', '8930e036c47ffff', '8930e036c0bffff', '8930e036c1bffff', '8930e036c03ffff', '8930e036c0fffff', '8930e036c57ffff']","[(37.470368931843005, 126.93705612964058), (37.469281783401065, 126.93435328467939), (37.472103128968115, 126.93458318809606), (37.473837205659976, 126.93211023005335), (37.474924513645504, 126.9348131120931), (37.47319035561887, 126.9372861635556), (37.47101589919236, 126.93188043654733)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,5,5,0,0,0,3,0,15,0.1818686439470535
127.0340719494,37.6633367024,8930e1c242fffff,"['8930e1c2423ffff', '8930e1c242bffff', '8930e1c2093ffff', '8930e1c242fffff', '8930e1c2427ffff', '8930e1c2097ffff', '8930e1c255bffff']","[(37.66399844500327, 127.03161482351207), (37.66117251486866, 127.03137968690459), (37.6594379541104, 127.03386159471265), (37.662263923792, 127.03409684200233), (37.665089931726015, 127.03433211042744), (37.66052928138942, 127.03657884349754), (37.66335532886946, 127.03681422261226)]",0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,2,1,0,0,0,0,0,0,0,0,0,0,4,28,0,0,1,3,2,0,0,0,7,1,12,0.1814079208390187
127.0855755413,37.6421581465,8930e1c2e67ffff,"['8930e1c2e77ffff', '8930e1c2a9bffff', '8930e1c2e67ffff', '8930e1c2e6fffff', '8930e1c2e63ffff', '8930e1c2a93ffff', '8930e1c2e2bffff']","[(37.64341916956659, 127.08243902268674), (37.63994555308568, 127.08740346583583), (37.64168242191997, 127.08492125285626), (37.63885547133102, 127.08468368574471), (37.64059225837445, 127.08220156625802), (37.642772581431146, 127.087641164983), (37.64450941086962, 127.08515884131327)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0.1810936406175453
127.0179390032,37.6263349524,8930e1c3513ffff,"['8930e1c358fffff', '8930e1c3513ffff', '8930e1c35c7ffff', '8930e1c3517ffff', '8930e1c358bffff', '8930e1c3503ffff', '8930e1c351bffff']","[(37.6285527594191, 127.01816838446193), (37.62572756227687, 127.01793400656523), (37.624636990708034, 127.01521942685251), (37.62681813012642, 127.02064881149103), (37.62746210997533, 127.01545367317021), (37.62399289352889, 127.02041432304928), (37.62290240355329, 127.01769964970981)]",8,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,0,0,0,3,5,0,0,0,4,0,9,0.18074026779831892
