x,y,h3_address,neighbours,neighbours_centroids,caslt_cnt,dth_dnv_cnt,se_dnv_cnt,sl_dnv_cnt,wnd_dnv_cnt,caslt_cnt_1,dth_dnv_cnt_1,se_dnv_cnt_1,sl_dnv_cnt_1,wnd_dnv_cnt_1,caslt_cnt_2,dth_dnv_cnt_2,se_dnv_cnt_2,sl_dnv_cnt_2,wnd_dnv_cnt_2,caslt_cnt_3,dth_dnv_cnt_3,se_dnv_cnt_3,sl_dnv_cnt_3,wnd_dnv_cnt_3,caslt_cnt_4,dth_dnv_cnt_4,se_dnv_cnt_4,sl_dnv_cnt_4,wnd_dnv_cnt_4,caslt_cnt_5,dth_dnv_cnt_5,se_dnv_cnt_5,sl_dnv_cnt_5,wnd_dnv_cnt_5,caslt_cnt_6,dth_dnv_cnt_6,se_dnv_cnt_6,sl_dnv_cnt_6,wnd_dnv_cnt_6,bus_station_cnt,traffic_cnt,pleasure_cnt,seoul_police_cnt,park_cnt,crossroad_cnt,도로10이하_cnt,도로10_20_cnt,도로20_30_cnt,도로30이상_cnt,child_cnt,silver_cnt,crosswalk_cnt,prediction
126.9184683373,37.4723874106,8930e0361abffff,"['8930e036107ffff', '8930e036117ffff', '8930e0361bbffff', '8930e0361afffff', '8930e036133ffff', '8930e0361abffff', '8930e0361a3ffff']","[(37.46840061924169, 126.91859917826153), (37.470134168978866, 126.91612667094591), (37.47295508431943, 126.91635572291665), (37.47230897537478, 126.92153023314599), (37.46948794267993, 126.921300940885), (37.471221573704845, 126.91882834011813), (37.47404256727805, 126.91905752248593)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,23,9,1,4,12,0,0,0,3,10,0,0,0,5,0,7,0.25446648767359786
126.9198553047,37.4701295356,8930e0361abffff,"['8930e036107ffff', '8930e036117ffff', '8930e0361bbffff', '8930e0361afffff', '8930e036133ffff', '8930e0361abffff', '8930e0361a3ffff']","[(37.46840061924169, 126.91859917826153), (37.470134168978866, 126.91612667094591), (37.47295508431943, 126.91635572291665), (37.47230897537478, 126.92153023314599), (37.46948794267993, 126.921300940885), (37.471221573704845, 126.91882834011813), (37.47404256727805, 126.91905752248593)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,23,9,1,4,12,0,0,0,3,10,0,0,0,5,0,7,0.25446648767359786
126.9882842063,37.5720884851,8930e1d8c37ffff,"['8930e1d8cafffff', '8930e1d8c23ffff', '8930e1d8c37ffff', '8930e1d8dcbffff', '8930e1d8c33ffff', '8930e1d8ddbffff', '8930e1d8c27ffff']","[(37.57419435527755, 126.9848271637151), (37.56963623082069, 126.98707217591237), (37.57246003200137, 126.98730490460785), (37.5735494670655, 126.99001548863409), (37.57137059343235, 126.98459454533723), (37.57528387184079, 126.98753765417673), (37.570725587891545, 126.98978262874023)]",21,0,14,6,1,9,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,24,20,3,3,22,38,1,1,3,3,0,0,0,1,2,10,0.2541092157344837
127.0265595728,37.5756226597,8930e1c14d7ffff,"['8930e1c326fffff', '8930e1c14c3ffff', '8930e1c14d7ffff', '8930e1c14c7ffff', '8930e1c148bffff', '8930e1c149bffff', '8930e1c14d3ffff']","[(37.57641245918053, 127.02433539805601), (37.571851938699304, 127.02657939644664), (37.5746767160558, 127.0268139899432), (37.572940852039835, 127.02929256490962), (37.57576570733122, 127.02952728984062), (37.57750153207081, 127.02704860448738), (37.573587721101404, 127.02410091493888)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,8,13,1,1,19,1,0,0,2,8,0,0,0,1,0,13,0.25162265727046784
127.011330288,37.5740421739,8930e1d8997ffff,"['8930e1d8d2fffff', '8930e1d8993ffff', '8930e1d8997ffff', '8930e1d8983ffff', '8930e1c324bffff', '8930e1d8987ffff', '8930e1c325bffff']","[(37.57552660193588, 127.0085283345939), (37.57270225424547, 127.00829459769282), (37.57379142692406, 127.01100658629774), (37.57096703993297, 127.01077273904194), (37.57488059599336, 127.01371879974089), (37.57205613104398, 127.01348482114504), (37.57661585257374, 127.01124045453149)]",0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,11,0,0,0,2,1,0,0.24789722298561728
127.0068202653,37.6135490507,8930e1c3477ffff,"['8930e1c3473ffff', '8930e1c3463ffff', '8930e1c3467ffff', '8930e1c3477ffff', '8930e1c343bffff', '8930e1c342bffff', '8930e1c340fffff']","[(37.61180047506311, 127.00366232506939), (37.61006609587238, 127.00614184191244), (37.61115636691033, 127.00885522013063), (37.612890827659136, 127.00637560966646), (37.61571559792141, 127.00660939840293), (37.61398117660571, 127.00908911935336), (37.614625167415795, 127.0038959823445)]",4,0,3,1,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,0,0,3,5,0,0,0,6,1,11,0.24693988604390882
126.9038290071,37.4986972923,8930e1d963bffff,"['8930e1d960fffff', '8930e1d963bffff', '8930e1d9623ffff', '8930e1d962bffff', '8930e1d9677ffff', '8930e1d9607ffff', '8930e1d9633ffff']","[(37.49745760673159, 126.902661944831), (37.49854596840169, 126.90536383536052), (37.499634327032304, 126.90806594988858), (37.496813295085964, 126.90783719418702), (37.495725014666995, 126.90513521009379), (37.500278521233504, 126.9028904601399), (37.501366961116204, 126.90559248109685)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,18,1,0,0,2,7,0,0,0,7,1,1,0.24645227073592096
126.9061405249,37.4989763236,8930e1d963bffff,"['8930e1d960fffff', '8930e1d963bffff', '8930e1d9623ffff', '8930e1d962bffff', '8930e1d9677ffff', '8930e1d9607ffff', '8930e1d9633ffff']","[(37.49745760673159, 126.902661944831), (37.49854596840169, 126.90536383536052), (37.499634327032304, 126.90806594988858), (37.496813295085964, 126.90783719418702), (37.495725014666995, 126.90513521009379), (37.500278521233504, 126.9028904601399), (37.501366961116204, 126.90559248109685)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,18,1,0,0,2,7,0,0,0,7,1,1,0.24645227073592096
126.9926605585,37.5595550188,8930e1d888bffff,"['8930e1d88d7ffff', '8930e1d888fffff', '8930e1d8883ffff', '8930e1d88c7ffff', '8930e1d8813ffff', '8930e1d889bffff', '8930e1d888bffff']","[(37.559430458000314, 126.9888513979677), (37.561608537620685, 126.99427192831868), (37.56334330199433, 126.99179445834575), (37.55769573584691, 126.99132866413734), (37.55878469590023, 126.99403891048121), (37.56225418242632, 126.98908417434598), (37.56051949956298, 126.99156155079932)]",0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,67,0,0,3,4,0,0,0,3,1,10,0.24298803596854107
127.0196594659,37.5664197674,8930e1d8933ffff,"['8930e1d8933ffff', '8930e1d89afffff', '8930e1d8923ffff', '8930e1d893bffff', '8930e1d8937ffff', '8930e1d8907ffff', '8930e1d89abffff']","[(37.566849518220415, 127.02091942445661), (37.569674101010754, 127.0211537341244), (37.56511373889355, 127.02339759178668), (37.564024974123505, 127.02068513580568), (37.56793836094483, 127.02363201180702), (37.565760671854534, 127.01820706192784), (37.56858517668953, 127.01844124023359)]",18,0,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,1,0,4,0,4,0,0,1,1,14,0,0,0,7,0,0,0,6,2,1,0.24139771891125555
127.0925762361,37.5911032344,8930e1c0373ffff,"['8930e1c030bffff', '8930e1c0363ffff', '8930e1c030fffff', '8930e1c0347ffff', '8930e1c037bffff', '8930e1c0373ffff', '8930e1c0377ffff']","[(37.59233163717486, 127.0912820980427), (37.58885563040696, 127.09624305103463), (37.59342030269576, 127.09400040440744), (37.589505106603255, 127.0910444086488), (37.58776712451604, 127.09352478322032), (37.59059369430537, 127.0937625831382), (37.591682278014105, 127.09648098283525)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,4,8,0,0,0,0,0,14,0.24087021187080576
126.9222760856,37.5468777738,8930e1d8603ffff,"['8930e1d8613ffff', '8930e1d8607ffff', '8930e1d8603ffff', '8930e1d861bffff', '8930e1d860bffff', '8930e1d860fffff', '8930e1d8617ffff']","[(37.54804493941659, 126.91984278411972), (37.5474020852062, 126.9250234725047), (37.54631256970895, 126.92231827824234), (37.54522305102687, 126.91961330835537), (37.54349064196069, 126.92208869233754), (37.544580079337315, 126.92479375587898), (37.549134536220215, 126.92254788472022)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,4,6,0,0,0,1,0,14,0.23995567604816237
127.0142332891,37.6388827112,8930e1d1b27ffff,"['8930e1d1b27ffff', '8930e1d1b23ffff', '8930e1d1b37ffff', '8930e1c2653ffff', '8930e1c265bffff', '8930e1d1b2fffff', '8930e1c26cbffff']","[(37.6376720063812, 127.01367585634756), (37.63658103802977, 127.0109610691924), (37.639406193494004, 127.01119515747173), (37.63876297101334, 127.01639086878399), (37.635937698184726, 127.01615653832346), (37.63484681141529, 127.0134416574964), (37.64049723970911, 127.01391007622888)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,2,0,0,4,6,0,0,0,2,2,6,0.23691269142285926
127.0810551789,37.6019070003,8930e1c0067ffff,"['8930e1c039bffff', '8930e1c0063ffff', '8930e1c0067ffff', '8930e1c0077ffff', '8930e1c002bffff', '8930e1c0393ffff', '8930e1c006fffff']","[(37.60037119100943, 127.08407791877207), (37.60101953599544, 127.07887941489756), (37.60210861047139, 127.08159725442779), (37.603845908881446, 127.07911657292756), (37.60493506117681, 127.08183454430909), (37.60319768098884, 127.08431531920664), (37.59928219831036, 127.08135998585183)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,11,0,0,0,4,0,2,0.23576471024019607
127.0332856437,37.5842890633,8930e1c3343ffff,"['8930e1c3353ffff', '8930e1c3347ffff', '8930e1c334bffff', '8930e1c335bffff', '8930e1c334fffff', '8930e1c3357ffff', '8930e1c3343ffff']","[(37.587065514907046, 127.030466400195), (37.58641894404638, 127.03565965448031), (37.58250467729216, 127.03271059063876), (37.584240505077716, 127.03023159100614), (37.583593817004534, 127.03542460335606), (37.58815481416432, 127.03318045094447), (37.585329726423005, 127.032945510251)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,1,7,0,0,0,4,1,7,0.23092010068607932
127.0369850652,37.5833740172,8930e1c334fffff,"['8930e1c14b7ffff', '8930e1c3347ffff', '8930e1c14b3ffff', '8930e1c334bffff', '8930e1c337bffff', '8930e1c334fffff', '8930e1c3343ffff']","[(37.581857786654226, 127.0379036795012), (37.58641894404638, 127.03565965448031), (37.58076872858184, 127.03518957332288), (37.58250467729216, 127.03271059063876), (37.58468295298695, 127.03813884105374), (37.583593817004534, 127.03542460335606), (37.585329726423005, 127.032945510251)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,6,0,0,0,6,1,11,0.2278663522231993
126.8132605199,37.5669715099,8930e0aec87ffff,"['8930e0a534bffff', '8930e0aecb3ffff', '8930e0aecbbffff', '8930e0aec83ffff', '8930e0aec87ffff', '8930e0aec8fffff', '8930e0aec97ffff']","[(37.56993728055407, 126.81181308546773), (37.568209266629495, 126.81428728101821), (37.56538969362022, 126.81406268550015), (37.566026224932386, 126.80889014317334), (37.56711774715111, 126.81158860001176), (37.56429825238451, 126.81136413465919), (37.56884568009175, 126.80911449847125)]",0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,1,0,0,7,4,0,0,0,3,1,14,0.2277953235357703
126.8107848542,37.5662618602,8930e0aec87ffff,"['8930e0a534bffff', '8930e0aecb3ffff', '8930e0aecbbffff', '8930e0aec83ffff', '8930e0aec87ffff', '8930e0aec8fffff', '8930e0aec97ffff']","[(37.56993728055407, 126.81181308546773), (37.568209266629495, 126.81428728101821), (37.56538969362022, 126.81406268550015), (37.566026224932386, 126.80889014317334), (37.56711774715111, 126.81158860001176), (37.56429825238451, 126.81136413465919), (37.56884568009175, 126.80911449847125)]",0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,1,0,0,7,4,0,0,0,3,1,14,0.2277953235357703
127.0248845287,37.6382640809,8930e1c2673ffff,"['8930e1c2677ffff', '8930e1c260bffff', '8930e1c267bffff', '8930e1c2647ffff', '8930e1c2673ffff', '8930e1c260fffff', '8930e1c2663ffff']","[(37.64030120785452, 127.02701831456152), (37.64094488906595, 127.02182156956407), (37.636384868048246, 127.0240678282), (37.638119460528124, 127.0215869758248), (37.63921033607518, 127.02430253253083), (37.64203584245952, 127.0245372579394), (37.63747566198206, 127.02678347855398)]",0,0,0,0,0,9,0,4,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,12,11,0,0,5,45,0,0,1,8,0,0,0,2,0,1,0.22745242297007384
127.0824549535,37.6711244555,8930e1c2cabffff,"['8930e1c2c17ffff', '8930e1c2c33ffff', '8930e1c2cabffff', '8930e1c2ca3ffff', '8930e1c2cbbffff', '8930e1c2c07ffff', '8930e1c2cafffff']","[(37.669508339185484, 127.07937315888198), (37.66886309456065, 127.08457709099525), (37.670599365967306, 127.08209384703737), (37.67342662059515, 127.08233140616888), (37.67233551609379, 127.079610585886), (37.66777214956454, 127.08185630925759), (37.67169038868196, 127.08481476090991)]",8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,2,6,1,0,0,5,0,6,0.22715349414811475
126.9402856898,37.5446780052,8930e1d804fffff,"['8930e1d804bffff', '8930e1d807bffff', '8930e1d82b3ffff', '8930e1d8043ffff', '8930e1d8047ffff', '8930e1d82b7ffff', '8930e1d804fffff']","[(37.54438254153991, 126.93786176035034), (37.54656106193634, 126.94327428150658), (37.5426494451639, 126.94033746931137), (37.54720486041942, 126.93809208959111), (37.54829420034624, 126.94079836877106), (37.54373862563446, 126.94304371128025), (37.54547180336917, 126.9405679087151)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,1,0,2,6,0,0,0,5,1,15,0.22569768141932867
126.9641289162,37.5485463733,8930e1d83a7ffff,"['8930e1d83a3ffff', '8930e1d816bffff', '8930e1d83b7ffff', '8930e1d8ed3ffff', '8930e1d83afffff', '8930e1d83a7ffff', '8930e1d8edbffff']","[(37.54853985253877, 126.96176222399373), (37.55245195055482, 126.96470172757934), (37.551362796618456, 126.96199368978537), (37.55071800092296, 126.96717826217287), (37.54680594503716, 126.96423855481696), (37.54962892841659, 126.96447013081855), (37.54789493948596, 126.96694655519475)]",0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,9,0,0,0,2,1,4,0.22567423014702265
126.9630539691,37.5502483194,8930e1d83a7ffff,"['8930e1d83a3ffff', '8930e1d816bffff', '8930e1d83b7ffff', '8930e1d8ed3ffff', '8930e1d83afffff', '8930e1d83a7ffff', '8930e1d8edbffff']","[(37.54853985253877, 126.96176222399373), (37.55245195055482, 126.96470172757934), (37.551362796618456, 126.96199368978537), (37.55071800092296, 126.96717826217287), (37.54680594503716, 126.96423855481696), (37.54962892841659, 126.96447013081855), (37.54789493948596, 126.96694655519475)]",0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,9,0,0,0,2,1,4,0.22567423014702265
126.8987795643,37.4899396432,8930e1d964fffff,"['8930e1d9643ffff', '8930e0365b7ffff', '8930e1d964fffff', '8930e1d967bffff', '8930e0365b3ffff', '8930e1d9647ffff', '8930e1d964bffff']","[(37.492460155257646, 126.89703060162269), (37.488995097182546, 126.901976521636), (37.49072768644531, 126.89950356981274), (37.49181589469309, 126.90220497558177), (37.48790696716551, 126.89927524623724), (37.493548444739595, 126.89973191382742), (37.48963947519506, 126.89680238797087)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,1,11,0,0,0,3,0,2,0.22398069663729747
126.9123307693,37.4829636373,8930e1d9253ffff,"['8930e1d92cbffff', '8930e036527ffff', '8930e1d92cfffff', '8930e1d925bffff', '8930e1d9243ffff', '8930e1d9257ffff', '8930e1d9253ffff']","[(37.483796606717384, 126.90939527881439), (37.48097573066509, 126.90916651556721), (37.48488448995794, 126.91209705872687), (37.47924262045745, 126.91163929192055), (37.480330344202585, 126.91434103493332), (37.48315133764985, 126.91457003849979), (37.48206353567874, 126.91186816507987)]",0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,21,0,0,2,7,0,0,0,5,1,4,0.22324832321807742
127.088031128,37.5596666256,8930e1c1e17ffff,"['8930e1c1ebbffff', '8930e1c1e03ffff', '8930e1c1eabffff', '8930e1c1e07ffff', '8930e1c1e17ffff', '8930e1c1e13ffff', '8930e1c1e8fffff']","[(37.56124192635022, 127.0886686878655), (37.5555897547185, 127.08819379952118), (37.559503552564266, 127.09114795773337), (37.556677408251616, 127.0909103924909), (37.558415821159535, 127.08843123303976), (37.55732808583436, 127.08571473331851), (37.56015411315242, 127.0859520564277)]",7,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,0,0,3,4,0,0,0,0,1,10,0.22271125887451132
127.0213949356,37.6324002472,8930e1c35b3ffff,"['8930e1c35b3ffff', '8930e1c35bbffff', '8930e1c35a3ffff', '8930e1c35b7ffff', '8930e1c264bffff', '8930e1c264fffff', '8930e1c3587ffff']","[(37.63246871855116, 127.02111785153896), (37.6296434051382, 127.02088332098666), (37.63073404711919, 127.0235984827603), (37.6335594383919, 127.0238331449441), (37.63420326890718, 127.0186372033903), (37.63529407035215, 127.02135240315073), (37.631377994966904, 127.01840278340265)]",0,0,0,0,0,0,0,0,0,0,9,0,6,3,0,4,0,1,3,0,13,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,10,0,0,0,4,0,0,0.2222874826250873
126.9060811622,37.5127847137,8930e1d9463ffff,"['8930e1d9477ffff', '8930e1d946bffff', '8930e1d9473ffff', '8930e1d9467ffff', '8930e1d947bffff', '8930e1d9463ffff', '8930e1d946fffff']","[(37.51547250893096, 126.9067360169177), (37.509830173008645, 126.90627854115054), (37.514383678049896, 126.90403334363704), (37.51374007113669, 126.90921003568111), (37.511562568822406, 126.90380472600144), (37.51265132151239, 126.90650726879248), (37.5109188444428, 126.90898117754216)]",0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,6,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,12,0,0,0,1,0,8,0.22071923221747747
126.9017596782,37.4972011476,8930e1d960fffff,"['8930e1d960fffff', '8930e1d963bffff', '8930e1d9677ffff', '8930e1d9607ffff', '8930e1d9603ffff', '8930e1d9673ffff', '8930e1d960bffff']","[(37.49745760673159, 126.902661944831), (37.49854596840169, 126.90536383536052), (37.495725014666995, 126.90513521009379), (37.500278521233504, 126.9028904601399), (37.49919007831935, 126.90018866318542), (37.49463673121379, 126.9024334499792), (37.49636924203527, 126.89996027828407)]",0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,3,10,1,0,0,3,8,0,0,0,5,1,6,0.2200097320149194
126.959244373,37.538720069,8930e1d830bffff,"['8930e1d830bffff', '8930e1d831bffff', '8930e1d8373ffff', '8930e1d8303ffff', '8930e1d830fffff', '8930e1d8347ffff', '8930e1d8357ffff']","[(37.53898240791244, 126.95836066154918), (37.540716231157255, 126.95588473820531), (37.537248463981925, 126.96083656826598), (37.541805157586644, 126.95859193419744), (37.54007125293076, 126.96106795108766), (37.53615969704481, 126.95812940962676), (37.53789355956521, 126.95565359644894)]",0,0,0,0,0,0,0,0,0,0,9,2,4,2,1,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,6,14,4,0,0,4,7,0,0,0,3,1,8,0.21813907485279316
127.0704722292,37.5769651327,8930e1c11b3ffff,"['8930e1c11bbffff', '8930e1c11a3ffff', '8930e1c1187ffff', '8930e1c11b7ffff', '8930e1c024fffff', '8930e1c024bffff', '8930e1c11b3ffff']","[(37.57340715680894, 127.07131331872797), (37.57449553849151, 127.07402952207386), (37.57514456312213, 127.06883391180867), (37.57732148610185, 127.07426635685442), (37.57905893495243, 127.07178674613814), (37.577970393654326, 127.0690705044456), (37.57623302654946, 127.07155002181072)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,7,2,1,4,0,0,0,0,0,0,3,12,0,0,0,3,5,0,0,0,3,3,0,0.2169664186753787
127.0867091513,37.5944053528,8930e1c03c7ffff,"['8930e1c0313ffff', '8930e1c038bffff', '8930e1c031bffff', '8930e1c03c3ffff', '8930e1c03cfffff', '8930e1c03d7ffff', '8930e1c03c7ffff']","[(37.59689598894049, 127.08903919595633), (37.59863365049828, 127.08655856595132), (37.59406945901274, 127.08880159575718), (37.59471832672307, 127.08360318184542), (37.592980707709444, 127.08608360795225), (37.59754473958314, 127.08384053965263), (37.59580715981638, 127.08632107629076)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,11,0,0,2,6,0,0,0,2,0,8,0.21463468268839048
127.0541301362,37.5679840598,8930e1c10a3ffff,"['8930e1c10a7ffff', '8930e1c10afffff', '8930e1c10abffff', '8930e1c10a3ffff', '8930e1c10b3ffff', '8930e1c10bbffff', '8930e1c10b7ffff']","[(37.56796519062162, 127.0577356770092), (37.56513974900847, 127.05749965329518), (37.564051422216636, 127.05478493140886), (37.5668767859233, 127.05502082355729), (37.56861370193705, 127.05254197678893), (37.565788377435986, 127.05230619503257), (37.56970218833183, 127.05525673687193)]",8,0,8,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,5,0,0,3,5,0,0,1,2,1,15,0.21299885373477895
126.9498053673,37.5030362888,8930e1d9ec7ffff,"['8930e1d9ec7ffff', '8930e1d9ec3ffff', '8930e1d9ecfffff', '8930e1d9e8bffff', '8930e1d9e1bffff', '8930e1d9ed7ffff', '8930e1d9e13ffff']","[(37.50293661716776, 126.9501762390287), (37.50184869965365, 126.94747119200849), (37.500114529278484, 126.94994549703864), (37.505758744028704, 126.9504070016863), (37.50120236541008, 126.95265063751746), (37.5046707483699, 126.94770182396381), (37.50402453144308, 126.95288151021715)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,7,1,0,0,5,1,2,0.21220323544676484
127.0156338953,37.6286514881,8930e1c358bffff,"['8930e1c35d7ffff', '8930e1c358fffff', '8930e1c3583ffff', '8930e1c3513ffff', '8930e1c35c7ffff', '8930e1c358bffff', '8930e1c359bffff']","[(37.62637145682038, 127.01273918709572), (37.6285527594191, 127.01816838446193), (37.63028726765264, 127.01568794051938), (37.62572756227687, 127.01793400656523), (37.624636990708034, 127.01521942685251), (37.62746210997533, 127.01545367317021), (37.629196536621755, 127.01297332287331)]",0,0,0,0,0,16,1,7,7,1,0,0,0,0,0,8,1,6,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,11,0,0,0,5,0,0,0.20733713347308785
127.016116509,37.6275310629,8930e1c358bffff,"['8930e1c35d7ffff', '8930e1c358fffff', '8930e1c3583ffff', '8930e1c3513ffff', '8930e1c35c7ffff', '8930e1c358bffff', '8930e1c359bffff']","[(37.62637145682038, 127.01273918709572), (37.6285527594191, 127.01816838446193), (37.63028726765264, 127.01568794051938), (37.62572756227687, 127.01793400656523), (37.624636990708034, 127.01521942685251), (37.62746210997533, 127.01545367317021), (37.629196536621755, 127.01297332287331)]",0,0,0,0,0,16,1,7,7,1,0,0,0,0,0,8,1,6,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,11,0,0,0,5,0,0,0.20733713347308785
127.0287115469,37.6347108832,8930e1c266fffff,"['8930e1c2663ffff', '8930e1c229bffff', '8930e1c22d7ffff', '8930e1c22d3ffff', '8930e1c266fffff', '8930e1c266bffff', '8930e1c2667ffff']","[(37.63747566198206, 127.02678347855398), (37.636831575318844, 127.03198037693114), (37.63400595049917, 127.03174531973288), (37.63291531981315, 127.02902948211758), (37.635740866789185, 127.02926440762437), (37.63465015447572, 127.02654866363397), (37.63856645214008, 127.02949935422846)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,2,19,0,0,1,3,7,0,0,0,3,0,12,0.20722190889083053
127.0487525647,37.6114302636,8930e1c312fffff,"['8930e1c312fffff', '8930e1c3127ffff', '8930e1c0697ffff', '8930e1c312bffff', '8930e1c3123ffff', '8930e1c045bffff', '8930e1c0693ffff']","[(37.610554927222786, 127.0481681153588), (37.6133806741964, 127.04840386196403), (37.60881888477095, 127.05064844924165), (37.60946517951774, 127.04545214953812), (37.612290848637045, 127.04568776445072), (37.61164467110107, 127.0508843063827), (37.607729218745995, 127.0479323899177)]",0,0,0,0,0,11,1,5,5,0,9,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,3,0,4,5,0,0,0,2,7,0,0,0,2,2,4,0.2067434931144388
127.0472497039,37.6099429061,8930e1c312fffff,"['8930e1c312fffff', '8930e1c3127ffff', '8930e1c0697ffff', '8930e1c312bffff', '8930e1c3123ffff', '8930e1c045bffff', '8930e1c0693ffff']","[(37.610554927222786, 127.0481681153588), (37.6133806741964, 127.04840386196403), (37.60881888477095, 127.05064844924165), (37.60946517951774, 127.04545214953812), (37.612290848637045, 127.04568776445072), (37.61164467110107, 127.0508843063827), (37.607729218745995, 127.0479323899177)]",0,0,0,0,0,11,1,5,5,0,9,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,3,0,4,5,0,0,0,2,7,0,0,0,2,2,4,0.2067434931144388
