경도,위도,주소,도로종류,도로기능,도로규모,도로폭
127.0893132,37.5942106,서울특별시 중랑구 상봉동 봉우재로41길,일반도로,국지도로,소로,6m미만
127.0899291,37.5946624,서울특별시 중랑구 상봉동 401,일반도로,국지도로,소로,6m미만
127.0921787,37.5931088,서울특별시 중랑구 면목동 봉우재로48길,일반도로,국지도로,소로,6m미만
127.092053,37.594493,서울특별시 중랑구 상봉동 402-3,일반도로,국지도로,소로,6m미만
127.0751814,37.5903204,서울특별시 중랑구 면목동 191-18,일반도로,국지도로,소로3류,폭6-8m
127.0935576,37.5948769,서울특별시 중랑구 망우동 516-46,일반도로,국지도로,소로,6m미만
127.0938555,37.5949716,서울특별시 중랑구 망우동 516-5,일반도로,국지도로,소로,6m미만
127.0941431,37.5936439,서울특별시 중랑구 망우동 상봉로20길,일반도로,국지도로,소로,6m미만
127.0942165,37.595087,서울특별시 중랑구 망우동 봉우재로55길,일반도로,국지도로,소로,6m미만
127.0956268,37.5954923,서울특별시 중랑구 망우동 봉우재로57가길,일반도로,국지도로,소로,6m미만
127.0949556,37.5960512,서울특별시 중랑구 망우동 봉우재로57길,일반도로,국지도로,소로,6m미만
127.0956094,37.5935136,서울특별시 중랑구 망우동 474-7,일반도로,국지도로,소로,6m미만
127.0961973,37.5954494,서울특별시 중랑구 망우동 봉우재로59길,일반도로,국지도로,소로,6m미만
127.076377,37.5892938,서울특별시 중랑구 면목동 294-10,일반도로,국지도로,소로1류,폭10-12m
127.0968264,37.5952973,서울특별시 중랑구 망우동 513-65,일반도로,국지도로,소로,6m미만
127.0969943,37.5930952,서울특별시 중랑구 망우동 봉우재로58길,일반도로,국지도로,소로,6m미만
127.0978985,37.5958103,서울특별시 중랑구 망우동 534-49,일반도로,국지도로,소로,6m미만
127.0973969,37.5965111,서울특별시 중랑구 망우동 봉우재로65길,일반도로,국지도로,소로,6m미만
127.0985302,37.5958093,서울특별시 중랑구 망우동 461-9,일반도로,국지도로,소로,6m미만
127.0978659,37.5930303,서울특별시 중랑구 망우동 봉우재로70길,일반도로,국지도로,소로,6m미만
127.0970853,37.5966942,서울특별시 중랑구 망우동 봉우재로71길,일반도로,국지도로,소로,6m미만
126.94713,37.5684116,서울특별시 서대문구 봉원동 봉원사2길,일반도로,국지도로,소로,6m미만
126.9469116,37.5697882,서울특별시 서대문구 봉원동 3-8,일반도로,국지도로,소로,6m미만
127.047282,37.5109479,서울특별시 강남구 삼성동 봉은사로,일반도로,국지도로,중로2류,폭15-20m
127.047282,37.5109479,서울특별시 강남구 삼성동 봉은사로,일반도로,국지도로,소로1류,폭10-12m
127.047282,37.5109479,서울특별시 강남구 삼성동 봉은사로,일반도로,국지도로,소로2류,폭8-10m
127.0248881,37.5067812,서울특별시 강남구 논현동 강남대로118길,일반도로,국지도로,소로3류,폭6-8m
127.047282,37.5109479,서울특별시 강남구 삼성동 봉은사로,일반도로,국지도로,중로2류,폭15-20m
127.047282,37.5109479,서울특별시 강남구 삼성동 봉은사로,일반도로,국지도로,소로1류,폭10-12m
127.047282,37.5109479,서울특별시 강남구 삼성동 봉은사로,일반도로,국지도로,소로2류,폭8-10m
127.0616375,37.5150514,서울특별시 강남구 삼성동 111-32,일반도로,국지도로,소로1류,폭10-12m
127.0622719,37.513963,서울특별시 강남구 삼성동 161-13,일반도로,국지도로,소로3류,폭6-8m
127.0614203,37.5170401,서울특별시 강남구 삼성동 봉은사로105길,일반도로,국지도로,소로3류,폭6-8m
127.0645378,37.5137254,서울특별시 강남구 삼성동 165-9,일반도로,국지도로,소로,6m미만
127.0636372,37.5174008,서울특별시 강남구 삼성동 98-12,일반도로,국지도로,소로,6m미만
127.029051,37.5079415,서울특별시 강남구 논현동 논현로115길,일반도로,국지도로,소로,6m미만
127.0651456,37.5166046,서울특별시 강남구 삼성동 111-29,일반도로,국지도로,소로3류,폭6-8m
127.0650439,37.5138173,서울특별시 강남구 삼성동 봉은사로112길,일반도로,국지도로,소로,6m미만
127.0652713,37.517531,서울특별시 강남구 삼성동 99-8,일반도로,국지도로,중로1류,폭20-25m
127.0657601,37.5132327,서울특별시 강남구 삼성동 172-24,일반도로,국지도로,소로1류,폭10-12m
127.0296863,37.5074079,서울특별시 강남구 논현동 280-27,일반도로,국지도로,소로,6m미만
127.0292917,37.5047539,서울특별시 강남구 역삼동 800-20,일반도로,국지도로,소로3류,폭6-8m
127.0290716,37.50310700000001,서울특별시 강남구 역삼동 봉은사로18길,일반도로,국지도로,소로,6m미만
127.0260729,37.5031528,서울특별시 강남구 역삼동 858-6,일반도로,국지도로,소로3류,폭6-8m
127.0324356,37.5044501,서울특별시 강남구 역삼동 봉은사로20길,일반도로,국지도로,소로,6m미만
127.0292106,37.5085223,서울특별시 강남구 논현동 봉은사로11길,일반도로,국지도로,소로,6m미만
127.0306165,37.5040551,서울특별시 강남구 역삼동 봉은사로22길,일반도로,국지도로,소로,6m미만
127.0322232,37.5042737,서울특별시 강남구 역삼동 봉은사로24길,일반도로,국지도로,소로,6m미만
127.031461,37.509119,서울특별시 강남구 논현동 봉은사로25길,일반도로,국지도로,소로,6m미만
127.0334399,37.5054172,서울특별시 강남구 역삼동 609-12,일반도로,국지도로,소로,6m미만
127.0343051,37.5092016,서울특별시 강남구 논현동 봉은사로29길,일반도로,국지도로,소로,6m미만
127.03607,37.5052025,서울특별시 강남구 역삼동 논현로102길,일반도로,국지도로,소로3류,폭6-8m
127.0352031,37.5095845,서울특별시 강남구 논현동 279-159,일반도로,국지도로,소로,6m미만
127.0373418,37.5063133,서울특별시 강남구 역삼동 봉은사로34길,일반도로,국지도로,소로3류,폭6-8m
127.0356155,37.5099452,서울특별시 강남구 논현동 봉은사로37길,일반도로,국지도로,소로3류,폭6-8m
127.0378594,37.5068711,서울특별시 강남구 역삼동 논현로106길,일반도로,국지도로,소로,6m미만
127.0265735,37.5034722,서울특별시 강남구 역삼동 봉은사로4길,일반도로,국지도로,소로,6m미만
127.0396518,37.511171,서울특별시 강남구 논현동 언주로114길,일반도로,국지도로,소로3류,폭6-8m
127.0418943,37.5067654,서울특별시 강남구 역삼동 언주로104길,일반도로,국지도로,소로3류,폭6-8m
127.0404577,37.5121156,서울특별시 강남구 논현동 279-150,일반도로,국지도로,소로,6m미만
127.0425957,37.5072532,서울특별시 강남구 역삼동 802-16,일반도로,국지도로,소로,6m미만
127.0414757,37.5117083,서울특별시 강남구 논현동 봉은사로49길,일반도로,국지도로,소로,6m미만
127.0262055,37.5057117,서울특별시 강남구 논현동 279-194,일반도로,국지도로,소로,6m미만
127.0437744,37.5083334,서울특별시 강남구 역삼동 봉은사로50길,일반도로,국지도로,소로3류,폭6-8m
127.0422023,37.5119313,서울특별시 강남구 논현동 봉은사로51길,일반도로,국지도로,소로,6m미만
127.0431506,37.5094397,서울특별시 강남구 역삼동 봉은사로52길,일반도로,국지도로,소로,6m미만
127.0435443,37.5094721,서울특별시 강남구 역삼동 봉은사로54길,일반도로,국지도로,소로,6m미만
127.0439502,37.512756,서울특별시 강남구 삼성동 봉은사로55길,일반도로,국지도로,소로,6m미만
127.0446257,37.5128126,서울특별시 강남구 삼성동 111-138,일반도로,국지도로,소로,6m미만
127.047282,37.5109479,서울특별시 강남구 삼성동 봉은사로,일반도로,국지도로,중로2류,폭15-20m
127.047282,37.5109479,서울특별시 강남구 삼성동 봉은사로,일반도로,국지도로,소로1류,폭10-12m
127.047282,37.5109479,서울특별시 강남구 삼성동 봉은사로,일반도로,국지도로,소로2류,폭8-10m
127.0452581,37.5130272,서울특별시 강남구 삼성동 봉은사로59길,일반도로,국지도로,소로,6m미만
127.0278548,37.50309379999999,서울특별시 강남구 역삼동 800-31,일반도로,국지도로,소로3류,폭6-8m
127.0458774,37.5130944,서울특별시 강남구 삼성동 111-138,일반도로,국지도로,소로,6m미만
127.0466613,37.512884,서울특별시 강남구 삼성동 111-140,일반도로,국지도로,소로,6m미만
127.0479527,37.5109622,서울특별시 강남구 삼성동 봉은사로64길,일반도로,국지도로,소로,6m미만
127.0481225,37.51308,서울특별시 강남구 삼성동 선릉로112길,일반도로,국지도로,소로,6m미만
127.0512135,37.5100779,서울특별시 강남구 삼성동 선릉로100길,일반도로,국지도로,소로,6m미만
127.0487054,37.513895,서울특별시 강남구 삼성동 111-130,일반도로,국지도로,소로,6m미만
127.0272885,37.5073752,서울특별시 강남구 논현동 280-28,일반도로,국지도로,소로2류,폭8-10m
127.050471,37.5114175,서울특별시 강남구 삼성동 봉은사로68길,일반도로,국지도로,소로,6m미만
127.0494387,37.5139853,서울특별시 강남구 삼성동 봉은사로71길,일반도로,국지도로,소로3류,폭6-8m
127.0515566,37.5108676,서울특별시 강남구 삼성동 삼성로107길,일반도로,국지도로,소로,6m미만
127.0500106,37.5143126,서울특별시 강남구 삼성동 봉은사로73길,일반도로,국지도로,소로,6m미만
127.0521637,37.511411,서울특별시 강남구 삼성동 봉은사로74길,일반도로,국지도로,소로,6m미만
127.0532382,37.5114553,서울특별시 강남구 삼성동 172-32,일반도로,국지도로,소로3류,폭6-8m
127.0538849,37.5140551,서울특별시 강남구 삼성동 봉은사로81길,일반도로,국지도로,소로3류,폭6-8m
127.0551077,37.5119816,서울특별시 강남구 삼성동 172-35,일반도로,국지도로,소로,6m미만
127.0558708,37.5121283,서울특별시 강남구 삼성동 삼성로108길,일반도로,국지도로,소로,6m미만
127.0565706,37.5120697,서울특별시 강남구 삼성동 148-2,일반도로,국지도로,대로2류,폭30-35m
127.0586424,37.5150335,서울특별시 강남구 삼성동 봉은사로97길,일반도로,국지도로,소로3류,폭6-8m
127.0592003,37.5146395,서울특별시 강남구 삼성동 봉은사로99길,일반도로,국지도로,소로,6m미만
126.9534883,37.4779671,서울특별시 관악구 봉천동 1693-41,일반도로,보조간선도로,중로1류,폭20-25m
126.9534883,37.4779671,서울특별시 관악구 봉천동 1693-41,일반도로,보조간선도로,중로1류,폭20-25m
126.9534883,37.4779671,서울특별시 관악구 봉천동 1693-41,일반도로,보조간선도로,중로1류,폭20-25m
126.9534883,37.4779671,서울특별시 관악구 봉천동 1693-41,일반도로,주간선도로,중로2류,폭15-20m
126.9430058,37.4838776,서울특별시 관악구 봉천동 봉천로,일반도로,국지도로,소로,6m미만
126.9297166,37.4871456,서울특별시 관악구 신림동 1468-7,일반도로,국지도로,소로,6m미만
126.9311393,37.4891886,서울특별시 관악구 봉천동 670-1,일반도로,국지도로,소로,6m미만
126.9312137,37.4904646,서울특별시 관악구 봉천동 봉천로13길,일반도로,국지도로,소로,6m미만
126.9324395,37.4900423,서울특별시 관악구 봉천동 봉천로13나길,일반도로,국지도로,소로,6m미만
126.9323577,37.4909411,서울특별시 관악구 봉천동 봉천로13다길,일반도로,국지도로,소로,6m미만
126.9301463,37.487635,서울특별시 관악구 신림동 1468-3,일반도로,국지도로,소로,6m미만
126.9317102,37.4888772,서울특별시 관악구 봉천동 봉천로15길,일반도로,국지도로,소로,6m미만
126.9328704,37.4885344,서울특별시 관악구 봉천동 봉천로17가길,일반도로,국지도로,소로,6m미만
126.9326797,37.4890359,서울특별시 관악구 봉천동 봉천로17길,일반도로,국지도로,소로,6m미만
126.9316564,37.4869681,서울특별시 관악구 신림동 봉천로18길,일반도로,국지도로,소로,6m미만
126.9335592,37.4882667,서울특별시 관악구 봉천동 봉천로19길,일반도로,국지도로,소로,6m미만
126.9224596,37.4892893,서울특별시 관악구 신림동 관천로26길,일반도로,국지도로,소로3류,폭6-8m
126.9323126,37.4861536,서울특별시 관악구 신림동 남부순환로185길,일반도로,국지도로,소로,6m미만
126.9347613,37.4879901,서울특별시 관악구 봉천동 660-40,일반도로,국지도로,소로,6m미만
126.9343837,37.4895218,서울특별시 관악구 봉천동 봉천로21길,일반도로,국지도로,소로,6m미만
126.9354992,37.4890583,서울특별시 관악구 봉천동 봉천로21나길,일반도로,국지도로,소로,6m미만
126.9345813,37.4897175,서울특별시 관악구 봉천동 봉천로21다길,일반도로,국지도로,소로3류,폭6-8m
126.9334246,37.4889379,서울특별시 관악구 봉천동 봉천로21라길,일반도로,국지도로,소로,6m미만
126.9353607,37.4877347,서울특별시 관악구 봉천동 984-4,일반도로,국지도로,소로,6m미만
126.9362452,37.4883676,서울특별시 관악구 봉천동 봉천로23길,일반도로,국지도로,소로,6m미만
126.937468,37.487006,서울특별시 관악구 봉천동 봉천로23나길,일반도로,국지도로,소로,6m미만
126.9379381,37.4876793,서울특별시 관악구 봉천동 봉천로23다길,일반도로,국지도로,소로,6m미만
126.9367889,37.4881435,서울특별시 관악구 봉천동 봉천로23라길,일반도로,국지도로,소로,6m미만
126.9354534,37.4882718,서울특별시 관악구 봉천동 649-132,일반도로,국지도로,소로,6m미만
126.9372776,37.4887134,서울특별시 관악구 봉천동 647-173,일반도로,국지도로,소로,6m미만
126.9380272,37.4855466,서울특별시 관악구 봉천동 은천로2길,일반도로,국지도로,소로,6m미만
126.9401741,37.4853861,서울특별시 관악구 봉천동 봉천로27길,일반도로,국지도로,소로,6m미만
126.9415477,37.4853201,서울특별시 관악구 봉천동 봉천로29길,일반도로,국지도로,소로,6m미만
126.940186,37.4835725,서울특별시 관악구 봉천동 봉천로30길,일반도로,국지도로,소로,6m미만
126.9405908,37.4845512,서울특별시 관악구 봉천동 봉천로31길,일반도로,국지도로,소로,6m미만
126.9449897,37.484553,서울특별시 관악구 봉천동 봉천로33가길,일반도로,국지도로,소로,6m미만
126.943809,37.4847954,서울특별시 관악구 봉천동 봉천로,일반도로,국지도로,소로,6m미만
126.9432683,37.48562690000001,서울특별시 관악구 봉천동 봉천로33나길,일반도로,국지도로,소로,6m미만
126.9451334,37.48376450000001,서울특별시 관악구 봉천동 975-12,일반도로,국지도로,소로,6m미만
126.9241073,37.4880364,서울특별시 관악구 신림동 봉천로4길,일반도로,국지도로,소로,6m미만
126.9481866,37.4837884,서울특별시 관악구 봉천동 봉천로41길,일반도로,국지도로,소로1류,폭10-12m
126.948684,37.4838311,서울특별시 관악구 봉천동 봉천로43길,일반도로,국지도로,소로,6m미만
126.9491804,37.4834236,서울특별시 관악구 봉천동 양녕로2길,일반도로,국지도로,소로,6m미만
126.9504604,37.4831468,서울특별시 관악구 봉천동 봉천로49나길,일반도로,국지도로,소로,6m미만
126.9504764,37.4828118,서울특별시 관악구 봉천동 봉천로49가길,일반도로,국지도로,소로,6m미만
126.9521729,37.4832707,서울특별시 관악구 봉천동 봉천로49길,일반도로,국지도로,소로,6m미만
126.9507483,37.482966,서울특별시 관악구 봉천동 975-3,일반도로,국지도로,소로3류,폭6-8m
126.9507354,37.4833141,서울특별시 관악구 봉천동 봉천로47길,일반도로,국지도로,소로,6m미만
126.9544592,37.4823561,서울특별시 관악구 봉천동 1693-53,일반도로,국지도로,소로,6m미만
126.9555806,37.4817301,서울특별시 관악구 봉천동 봉천로55길,일반도로,국지도로,소로,6m미만
126.9562675,37.4787283,서울특별시 관악구 봉천동 1612-14,일반도로,국지도로,소로,6m미만
126.9257127,37.4884403,서울특별시 관악구 신림동 봉천로6길,일반도로,국지도로,소로3류,폭6-8m
126.9586589,37.4777989,서울특별시 관악구 봉천동 1693-44,일반도로,국지도로,중로1류,폭20-25m
126.9264167,37.4906126,서울특별시 관악구 봉천동 702-87,일반도로,국지도로,소로,6m미만
126.9270612,37.4883804,서울특별시 관악구 신림동 1469-4,일반도로,국지도로,소로,6m미만
127.0772651,37.6005896,서울특별시 중랑구 중화동 봉화산로10길,일반도로,국지도로,소로,6m미만
127.0782888,37.6026225,서울특별시 중랑구 중화동 306-14,일반도로,국지도로,소로,6m미만
127.0787793,37.6005536,서울특별시 중랑구 중화동 303-71,일반도로,국지도로,소로,6m미만
127.0811897,37.6021339,서울특별시 중랑구 중화동 봉화산로19길,일반도로,국지도로,소로,6m미만
127.0746638,37.5998729,서울특별시 중랑구 중화동 봉화산로2길,일반도로,국지도로,소로,6m미만
127.0817324,37.6001298,서울특별시 중랑구 중화동 봉화산로20길,일반도로,국지도로,소로,6m미만
127.0821525,37.6023261,서울특별시 중랑구 중화동 봉화산로21길,일반도로,국지도로,소로,6m미만
127.0820575,37.6011017,서울특별시 중랑구 중화동 봉화산로22길,일반도로,국지도로,소로,6m미만
127.0827741,37.6009083,서울특별시 중랑구 중화동 봉화산로24길,일반도로,국지도로,소로,6m미만
127.0851534,37.5997503,서울특별시 중랑구 중화동 154-81,일반도로,국지도로,소로,6m미만
127.0835656,37.6001091,서울특별시 중랑구 중화동 동일로130길,일반도로,국지도로,소로,6m미만
127.0844222,37.6028899,서울특별시 중랑구 중화동 12-1,일반도로,국지도로,소로,6m미만
127.0831699,37.6033991,서울특별시 중랑구 중화동 봉화산로27길,일반도로,국지도로,소로,6m미만
127.0829075,37.6025591,서울특별시 중랑구 중화동 127-2,일반도로,국지도로,소로3류,폭6-8m
127.0827142,37.6029132,서울특별시 중랑구 중화동 봉화산로27다길,일반도로,국지도로,소로,6m미만
127.0750257,37.6071179,서울특별시 중랑구 묵동 195-9,일반도로,국지도로,소로,6m미만
127.0852698,37.5997856,서울특별시 중랑구 중화동 봉화산로30길,일반도로,국지도로,소로,6m미만
127.0853817,37.6031009,서울특별시 중랑구 중화동 봉화산로31길,일반도로,국지도로,소로,6m미만
127.0854408,37.6033723,서울특별시 중랑구 중화동 443-6,일반도로,국지도로,소로,6m미만
127.0860928,37.6032826,서울특별시 중랑구 중화동 봉화산로35길,일반도로,국지도로,소로,6m미만
127.0867118,37.6023391,서울특별시 중랑구 상봉동 봉화산로38길,일반도로,국지도로,소로,6m미만
127.0755095,37.5997388,서울특별시 중랑구 중화동 동일로123길,일반도로,국지도로,소로,6m미만
127.0870445,37.6033249,서울특별시 중랑구 상봉동 488-5,일반도로,국지도로,소로,6m미만
127.0876631,37.6024859,서울특별시 중랑구 상봉동 봉화산로42길,일반도로,국지도로,소로,6m미만
127.0874612,37.6045529,서울특별시 중랑구 상봉동 봉화산로43길,일반도로,국지도로,소로1류,폭10-12m
127.0883507,37.602548,서울특별시 중랑구 상봉동 226-26,일반도로,국지도로,소로,6m미만
127.0905928,37.6065376,서울특별시 중랑구 상봉동 5,일반도로,국지도로,소로3류,폭6-8m
127.0935449,37.603997,서울특별시 중랑구 상봉동 봉화산로48길,일반도로,국지도로,소로1류,폭10-12m
127.0967306,37.6059462,서울특별시 중랑구 신내동 신내로14길,일반도로,국지도로,소로,6m미만
127.097087,37.6088788,서울특별시 중랑구 신내동 봉화산로53길,일반도로,국지도로,소로3류,폭6-8m
127.0987584,37.6075988,서울특별시 중랑구 신내동 봉화산로54가길,일반도로,국지도로,소로,6m미만
127.0979274,37.6069395,서울특별시 중랑구 신내동 봉화산로54길,일반도로,국지도로,소로,6m미만
127.0980294,37.6047312,서울특별시 중랑구 신내동 용마산로125가길,일반도로,국지도로,소로2류,폭8-10m
127.1041296,37.6093308,서울특별시 중랑구 망우동 306-50,일반도로,국지도로,소로3류,폭6-8m
127.0809756,37.601716,서울특별시 중랑구 중화동 286-45,일반도로,국지도로,소로3류,폭6-8m
127.0809756,37.601716,서울특별시 중랑구 중화동 286-45,일반도로,국지도로,소로3류,폭6-8m
127.1043184,37.61109330000001,서울특별시 중랑구 망우동 봉화산로59나길,일반도로,국지도로,소로3류,폭6-8m
127.0809756,37.601716,서울특별시 중랑구 중화동 286-45,일반도로,국지도로,소로3류,폭6-8m
127.0809756,37.601716,서울특별시 중랑구 중화동 286-45,일반도로,국지도로,소로3류,폭6-8m
127.0766038,37.6007982,서울특별시 중랑구 중화동 312-118,일반도로,국지도로,소로,6m미만
127.0769985,37.6007524,서울특별시 중랑구 중화동 312-123,일반도로,국지도로,소로,6m미만
126.8169997,37.4766984,서울특별시 구로구 항동 246-9,일반도로,국지도로,중로1류,폭20-25m
126.7887455,37.4875885,경기도 부천시 원미구 심곡동 777-14,일반도로,국지도로,소로1류,폭10-12m
126.8189358,37.4921046,서울특별시 구로구 온수동 부일로1가길,일반도로,국지도로,소로,6m미만
126.818716,37.4940529,서울특별시 구로구 온수동 11-2,일반도로,국지도로,소로,6m미만
126.8167504,37.4936966,서울특별시 구로구 온수동 100,일반도로,국지도로,소로3류,폭6-8m
126.8187221,37.4959519,서울특별시 구로구 온수동 부일로1다길,일반도로,국지도로,소로,6m미만
126.8307177,37.4961594,서울특별시 구로구 궁동 부일로11길,일반도로,국지도로,소로,6m미만
126.8320674,37.4950367,서울특별시 구로구 궁동 252-17,일반도로,국지도로,소로,6m미만
126.8330468,37.4937984,서울특별시 구로구 궁동 부일로15가길,일반도로,국지도로,소로,6m미만
126.8329744,37.4944332,서울특별시 구로구 궁동 부일로15길,일반도로,국지도로,소로2류,폭8-10m
126.8337385,37.4953235,서울특별시 구로구 궁동 부일로15나길,일반도로,국지도로,소로,6m미만
126.8321474,37.4962155,서울특별시 구로구 궁동 184-71,일반도로,국지도로,소로,6m미만
126.8353006,37.4958391,서울특별시 구로구 궁동 부일로,일반도로,국지도로,소로,6m미만
126.8220862,37.49340460000001,서울특별시 구로구 온수동 부일로5길,일반도로,국지도로,소로,6m미만
126.8246124,37.493766,서울특별시 구로구 온수동 9-7,일반도로,국지도로,소로2류,폭8-10m
126.8173356,37.49155349999999,경기도 부천시 원미구 역곡동 부일로809번길,일반도로,국지도로,소로3류,폭6-8m
126.8229409,37.4973693,서울특별시 구로구 궁동 부일로9길,일반도로,국지도로,소로2류,폭8-10m
126.9111852,37.5787976,서울특별시 서대문구 북가좌동 거북골로18길,일반도로,보조간선도로,중로1류,폭20-25m
126.9541473,37.563043,서울특별시 서대문구 북아현동 북아현로11가길,일반도로,국지도로,소로,6m미만
126.9500426,37.5581532,서울특별시 서대문구 북아현동 북아현로1가길,일반도로,국지도로,중로1류,폭20-25m
126.9535264,37.5594727,서울특별시 서대문구 북아현동 북아현로1길,일반도로,국지도로,대로3류,폭25-30m
126.9519867,37.5592385,서울특별시 서대문구 북아현동 북아현로1나길,일반도로,국지도로,소로3류,폭6-8m
126.9571913,37.5622249,서울특별시 서대문구 북아현동 북아현로10길,일반도로,국지도로,소로,6m미만
126.9539897,37.5630829,서울특별시 서대문구 북아현동 북아현로11가길,일반도로,국지도로,소로3류,폭6-8m
126.9551812,37.5623835,서울특별시 서대문구 북아현동 북아현로11길,일반도로,국지도로,중로2류,폭15-20m
126.9576436,37.562425,서울특별시 서대문구 북아현동 북아현로10길,일반도로,국지도로,소로,6m미만
126.9587146,37.5634549,서울특별시 서대문구 북아현동 북아현로14가길,일반도로,국지도로,소로,6m미만
126.957121,37.563345,서울특별시 서대문구 북아현동 북아현로18길,일반도로,국지도로,소로,6m미만
126.9589457,37.5624697,서울특별시 서대문구 북아현동 북아현로14나길,일반도로,국지도로,소로,6m미만
126.9558364,37.5632398,서울특별시 서대문구 북아현동 북아현로16길,일반도로,국지도로,소로,6m미만
126.9560291,37.5638237,서울특별시 서대문구 북아현동 1-1785,일반도로,국지도로,소로,6m미만
126.952626,37.5641671,서울특별시 서대문구 북아현동 북아현로23길,일반도로,국지도로,중로2류,폭15-20m
126.9569366,37.5586547,서울특별시 서대문구 북아현동 북아현로2길,일반도로,국지도로,소로,6m미만
126.9570838,37.558219,서울특별시 서대문구 북아현동 북아현로2안길,일반도로,국지도로,소로,6m미만
126.955634,37.5643892,서울특별시 서대문구 북아현동 북아현로20길,일반도로,국지도로,소로,6m미만
126.9526905,37.56607959999999,서울특별시 서대문구 북아현동 북아현로22가길,일반도로,국지도로,소로,6m미만
126.9558431,37.5648209,서울특별시 서대문구 북아현동 1-1785,일반도로,국지도로,소로,6m미만
126.9554566,37.5663595,서울특별시 서대문구 북아현동 북아현로22나길,일반도로,국지도로,소로,6m미만
126.9532599,37.5657211,서울특별시 서대문구 북아현동 1-337,일반도로,국지도로,소로,6m미만
126.9539871,37.5656638,서울특별시 서대문구 북아현동 북아현로22라길,일반도로,국지도로,소로,6m미만
126.95615,37.5652514,서울특별시 서대문구 북아현동 1-337,일반도로,국지도로,소로,6m미만
126.9525479,37.5644741,서울특별시 서대문구 북아현동 251-92,일반도로,국지도로,소로,6m미만
126.9521411,37.5662609,서울특별시 서대문구 북아현동 북아현로24길,일반도로,국지도로,소로,6m미만
126.9517222,37.5642145,서울특별시 서대문구 북아현동 북아현로25길,일반도로,국지도로,소로2류,폭8-10m
126.9517383,37.5660258,서울특별시 서대문구 북아현동 북아현로26길,일반도로,국지도로,소로,6m미만
126.9593306,37.5589549,서울특별시 서대문구 북아현동 719,일반도로,국지도로,소로,6m미만
126.958505,37.5598715,서울특별시 서대문구 북아현동 북아현로6길,일반도로,국지도로,소로,6m미만
126.9575511,37.558825,서울특별시 서대문구 북아현동 북아현로4나길,일반도로,국지도로,소로,6m미만
126.9579443,37.5586557,서울특별시 서대문구 북아현동 1002-7,일반도로,국지도로,소로,6m미만
126.9583591,37.5585034,서울특별시 서대문구 북아현동 북아현로4라길,일반도로,국지도로,소로,6m미만
126.9600558,37.5596795,서울특별시 서대문구 북아현동 북아현로4마길,일반도로,국지도로,소로,6m미만
126.958994,37.5595793,서울특별시 서대문구 북아현동 북아현로4사길,일반도로,국지도로,소로,6m미만
126.9594472,37.5598426,서울특별시 서대문구 북아현동 북아현로4사길,일반도로,국지도로,소로,6m미만
126.9592177,37.5608543,서울특별시 서대문구 북아현동 113-21,일반도로,국지도로,소로,6m미만
126.9595866,37.5611516,서울특별시 서대문구 북아현동 113-21,일반도로,국지도로,소로,6m미만
126.9598772,37.5614224,서울특별시 서대문구 충정로3가 북아현로4차길,일반도로,국지도로,소로,6m미만
126.9577276,37.5609422,서울특별시 서대문구 북아현동 북아현로6길,일반도로,국지도로,소로,6m미만
127.0157048,37.5978202,서울특별시 성북구 돈암동 아리랑로6다길,일반도로,국지도로,소로,6m미만
127.0050371,37.5990828,서울특별시 성북구 정릉동 508-16,일반도로,국지도로,소로,6m미만
127.0047856,37.5987762,서울특별시 성북구 정릉동 북악산로1나길,일반도로,국지도로,소로3류,폭6-8m
127.0047455,37.5988641,서울특별시 성북구 정릉동 508-16,일반도로,국지도로,소로,6m미만
127.0043335,37.5987776,서울특별시 성북구 정릉동 북악산로1다길,일반도로,국지도로,소로3류,폭6-8m
127.0039055,37.59863840000001,서울특별시 성북구 정릉동 북악산로1라길,일반도로,국지도로,소로,6m미만
127.0207163,37.6000389,서울특별시 성북구 돈암동 북악산로15길,일반도로,국지도로,소로,6m미만
127.0204038,37.5989847,서울특별시 성북구 돈암동 북악산로17길,일반도로,국지도로,소로,6m미만
127.0227315,37.5948089,서울특별시 성북구 돈암동 북악산로22길,일반도로,국지도로,소로,6m미만
127.0336975,37.5919952,서울특별시 성북구 종암동 종암로3길,일반도로,국지도로,소로3류,폭6-8m
127.034493,37.5942143,서울특별시 성북구 종암동 34-5,일반도로,국지도로,소로2류,폭8-10m
127.0101515,37.5991537,서울특별시 성북구 정릉동 559-132,일반도로,국지도로,소로,6m미만
127.0352002,37.5934943,서울특별시 성북구 종암동 23-24,일반도로,국지도로,소로,6m미만
127.0088884,37.60034830000001,서울특별시 성북구 정릉동 북악산로5길,일반도로,국지도로,소로,6m미만
126.984425,37.5848108,서울특별시 종로구 가회동 북촌로11길,일반도로,국지도로,소로,6m미만
126.9845999,37.577552,서울특별시 종로구 재동 북촌로,일반도로,국지도로,소로,6m미만
126.984016,37.5828049,서울특별시 종로구 가회동 북촌로11가길,일반도로,국지도로,소로,6m미만
126.9839684,37.583189,서울특별시 종로구 가회동 북촌로11가길,일반도로,국지도로,소로,6m미만
126.9829048,37.5823451,서울특별시 종로구 삼청동 35-18,일반도로,국지도로,소로,6m미만
126.9826074,37.5830683,서울특별시 종로구 삼청동 북촌로11다길,일반도로,국지도로,소로,6m미만
126.9830305,37.5833869,서울특별시 종로구 가회동 북촌로11라길,일반도로,국지도로,소로,6m미만
