자치구,행정동,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,영업상태명,소재지면적,소재지전체주소,사업장명,데이터갱신일자,업태구분명,X,Y
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2007-00010,2007-09-20,영업/정상,300.79,서울특별시 강남구 논현동 237-10 지하1층,웨이팅,2024-03-21 2:40,룸살롱,127.03457152604346,37.50911806358921
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2002-00015,2002-04-10,영업/정상,394.8,서울특별시 강남구 삼성동 142-19 지하1층,루루(LULU),2023-10-29 2:40,룸살롱,127.04900154260288,37.50669078232152
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2002-00014,2002-04-10,영업/정상,327.85,서울특별시 강남구 삼성동 142-19 지하2층,라라(LaLa),2023-10-29 2:40,룸살롱,127.04900154260288,37.50669078232152
강남구,청담동,유흥주점영업,07_23_02_P,3220000,3220000-102-2002-00013,2002-03-22,영업/정상,310.2,서울특별시 강남구 청담동 125-16 2층,베이직,2022-03-19 2:40,룸살롱,127.04910032554493,37.52514812825793
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2016-00009,2016-11-15,영업/정상,324.09,서울특별시 강남구 역삼동 735-11 지하1층,라디오,2022-04-14 2:40,룸살롱,127.03058859201796,37.498838672965704
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2016-00008,2016-10-11,영업/정상,823.19,서울특별시 강남구 삼성동 142-35,파티원(PARTYONE),2024-02-21 2:40,룸살롱,127.04777963018356,37.50574382496334
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2011-00016,2011-11-03,영업/정상,583.76,서울특별시 강남구 삼성동 143-35,어게인,2024-03-29 2:40,룸살롱,127.04997043233982,37.50644575873684
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2011-00015,2011-10-10,영업/정상,249.46,서울특별시 강남구 삼성동 143-27 지상3층,씨엔엔CNN3,2023-01-08 2:40,룸살롱,127.05149472443178,37.50708128443741
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2001-22992,2001-01-19,영업/정상,278.69,서울특별시 강남구 논현동 84-0 송암빌딩,홈런볼,2023-09-16 2:40,비어(바)살롱,127.03192468124338,37.51671379948403
강남구,신사동,유흥주점영업,07_23_02_P,3220000,3220000-102-2015-00006,2015-12-02,영업/정상,286.58,서울특별시 강남구 신사동 652-14 지하1층,놀이터,2023-07-28 2:40,룸살롱,127.03523728406087,37.523337295096226
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2015-00004,2015-08-03,영업/정상,173.24,서울특별시 강남구 논현동 115-12번지 지하1층,랩(LAB),2020-05-27 2:40,룸살롱,127.0328013281079,37.51603013087003
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2015-00003,2015-07-31,영업/정상,817.77,서울특별시 강남구 역삼동 819-9,Alvin Avenue(엘빈 에비뉴),2023-01-20 2:40,기타,127.02562461857447,37.499042018317354
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2016-00006,2016-09-01,영업/정상,502.65,서울특별시 강남구 역삼동 701-1 역삼 아르누보씨티,더,2023-03-24 2:40,룸살롱,127.03993477330594,37.50341816228845
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2016-00005,2016-04-06,영업/정상,359.96,서울특별시 강남구 역삼동 824-8,쿨타임,2022-07-30 2:40,룸살롱,127.02762537644227,37.497679264311124
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2016-00001,2016-01-12,영업/정상,188.64,서울특별시 강남구 삼성동 142-23 지하1층,자전거,2023-11-12 2:40,룸살롱,127.04920766152517,37.50640379316144
강남구,신사동,유흥주점영업,07_23_02_P,3220000,3220000-102-1976-04321,1976-01-10,영업/정상,222.59,서울특별시 강남구 신사동 514-15번지,준코뮤직타운 신사점,2018-08-31 23:59,카바레,127.01898750787993,37.51747617855334
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2015-00001,2015-01-05,영업/정상,229.84,서울특별시 강남구 역삼동 826-9 지하1층,서울여자,2024-02-17 2:40,룸살롱,127.02667562634447,37.49583615099111
강남구,대치동,유흥주점영업,07_23_02_P,3220000,3220000-102-2014-00009,2014-12-24,영업/정상,145.31,서울특별시 강남구 대치동 891-59 지하1층,장녹수,2024-04-24 2:40,룸살롱,127.0519170132364,37.50527142094649
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2001-23871,2001-12-22,영업/정상,292.0,서울특별시 강남구 논현동 204-4 지상2층,유니크,2024-02-21 2:40,비어(바)살롱,127.02647335031358,37.50626377794515
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-1993-18935,1991-09-01,영업/정상,173.28,서울특별시 강남구 역삼동 718-14,파이브(FIVE),2022-08-24 2:40,룸살롱,127.03645212109201,37.500762733144825
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2001-23853,2001-09-04,영업/정상,364.42,서울특별시 강남구 역삼동 650-1,릿지(ritzy),2023-12-09 2:40,룸살롱,127.03157547976708,37.50718890694165
강남구,신사동,유흥주점영업,07_23_02_P,3220000,3220000-102-2021-00002,2021-11-08,영업/정상,908.4,"서울특별시 강남구 신사동 587-1 선샤인호텔 지하1층,지하중층",미슐랭,2024-01-14 2:40,룸살롱,127.02585626235378,37.52054038538882
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2002-00016,2002-05-06,영업/정상,244.38,서울특별시 강남구 삼성동 143 지하1층,라이언,2023-04-16 2:40,룸살롱,127.04971029775201,37.5069416004195
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-1999-04259,1986-12-29,영업/정상,238.19,서울특별시 강남구 역삼동 718-9,꽃자바,2024-02-24 2:40,룸살롱,127.03593236208835,37.50078936975658
강남구,청담동,유흥주점영업,07_23_02_P,3220000,3220000-102-2001-23852,2001-09-03,영업/정상,262.8,서울특별시 강남구 청담동 125-12번지 지하1층,플러스82(PLUS82),2019-05-31 2:40,룸살롱,127.04973502898481,37.52515587598053
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2001-23850,2001-08-23,영업/정상,88.2,서울특별시 강남구 논현동 84 지하1층,홈구장,2020-09-05 2:40,비어(바)살롱,127.03192468124338,37.51671379948403
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2009-00008,2009-07-06,영업/정상,238.99,서울특별시 강남구 역삼동 736-35 지상2층,시그널,2020-11-21 2:40,룸살롱,127.03202764938938,37.499214308558074
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2009-00005,2009-02-24,영업/정상,491.15,서울특별시 강남구 역삼동 735-32 지하2층,이프(If),2020-11-07 2:40,룸살롱,127.03125762906119,37.499085462873666
강남구,청담동,유흥주점영업,07_23_02_P,3220000,3220000-102-1999-20955,1999-12-16,영업/정상,161.23,서울특별시 강남구 청담동 124-5 양원빌딩,헤리티지,2024-02-21 2:40,카바레,127.04648030767218,37.52482351548032
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-1999-20986,1999-12-21,영업/정상,146.9,서울특별시 강남구 역삼동 678-8번지,아뜰리에,2018-11-29 2:40,룸살롱,127.03563972921324,37.50261469637112
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2003-00014,2003-09-18,영업/정상,197.37,서울특별시 강남구 삼성동 141-20 지상7층,캐슬(Castle),2023-06-03 2:40,룸살롱,127.04624771135671,37.50522680123615
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-1986-20327,1986-05-26,영업/정상,364.32,서울특별시 강남구 역삼동 822-5 지하2층,에어링,2024-03-28 2:40,룸살롱,127.02637807655859,37.498893805105574
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2002-00024,2002-08-29,영업/정상,472.72,서울특별시 강남구 역삼동 824-12 지하1층,부스터,2023-03-31 2:40,룸살롱,127.02734215753347,37.4973946547104
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2003-00020,2003-12-27,영업/정상,418.82,"서울특별시 강남구 역삼동 677-13 지하1,2층",대행사 탬버린(tambourin),2023-07-13 2:40,룸살롱,127.03685605867904,37.50269899836004
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2003-00016,2003-09-23,영업/정상,537.71,"서울특별시 강남구 삼성동 141-20 지상4,5,6층",포텐(Potent),2022-08-21 2:40,룸살롱,127.04624771135671,37.50522680123615
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2008-00001,2008-01-16,영업/정상,496.09,"서울특별시 강남구 역삼동 678-24 지하1,2층",헤이 데이,2022-10-21 2:40,룸살롱,127.0355594708921,37.502029469893145
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2021-00006,2021-12-08,영업/정상,307.04,서울특별시 강남구 역삼동 825-29 지하1층,코튼라운지,2024-02-08 2:40,룸살롱,127.02642639304428,37.49721912215017
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-22466,2000-09-21,영업/정상,590.35,서울특별시 강남구 역삼동 822-5 지하 1층,블렌딩,2024-03-28 2:40,룸살롱,127.02637807655859,37.498893805105574
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-22343,2000-08-18,영업/정상,143.8,서울특별시 강남구 역삼동 826-39,풍경,2021-11-24 2:40,룸살롱,127.0272613337877,37.495718795868335
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-22200,2000-07-12,영업/정상,2187.47,서울특별시 강남구 논현동 152 엘리에나호텔,퍼펙트,2021-05-30 2:40,룸살롱,127.02809809693714,37.5109132485446
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-1999-04215,1999-10-11,영업/정상,184.04,서울특별시 강남구 역삼동 705-16,문노래바Q,2024-03-30 2:40,룸살롱,127.04494298628089,37.50527262395498
강남구,신사동,유흥주점영업,07_23_02_P,3220000,3220000-102-1999-04236,1999-10-05,영업/정상,172.56,서울특별시 강남구 신사동 664-7,피플,2022-11-11 2:40,룸살롱,127.03730381825464,37.527229508986665
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-1987-04263,1987-02-25,영업/정상,114.65,서울특별시 강남구 역삼동 678-16번지,로얄프린스,2019-08-08 2:40,룸살롱,127.03625604867845,37.50262746883351
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2017-00001,2017-05-08,영업/정상,504.13,"서울특별시 강남구 역삼동 677-20 4,5층",심포니,2022-08-28 2:40,룸살롱,127.03720752240795,37.50262143969361
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2016-00010,2016-12-01,영업/정상,567.7,서울특별시 강남구 역삼동 735-11 지하1층,라이징,2022-04-03 2:40,룸살롱,127.03058859201796,37.498838672965704
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2009-00002,2009-02-16,영업/정상,760.23,"서울특별시 강남구 역삼동 824-7 지하1층, 지상2층",스테이,2024-05-12 2:40,룸살롱,127.02753922140907,37.49784661266969
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2009-00003,2009-02-16,영업/정상,321.99,서울특별시 강남구 역삼동 824-7 지상3층,스테이,2024-05-12 2:40,룸살롱,127.02753922140907,37.49784661266969
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-1999-21004,1999-12-23,영업/정상,360.67,서울특별시 강남구 논현동 7-1 지하2층,뉴트로,2023-07-20 2:40,룸살롱,127.02389317858024,37.518761968644604
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-22434,2000-09-08,영업/정상,125.27,서울특별시 강남구 논현동 241-16,멜로디,2024-01-27 2:40,룸살롱,127.03717134427873,37.51625787213104
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2021-00003,2021-11-22,영업/정상,140.56,서울특별시 강남구 역삼동 735-29,아이엠,2023-12-29 2:40,룸살롱,127.03097342761806,37.49891897877242
강남구,청담동,유흥주점영업,07_23_02_P,3220000,3220000-102-2005-00015,2005-12-28,영업/정상,799.39,서울특별시 강남구 청담동 53-7 신관 지하1층,청담나이트클럽,2023-11-22 2:40,관광호텔나이트(디스코),127.0512338775203,37.52389372323391
강남구,신사동,유흥주점영업,07_23_02_P,3220000,3220000-102-2021-00005,2021-11-26,영업/정상,802.66,"서울특별시 강남구 신사동 587-1 선샤인호텔 별관2,3층",인트로,2022-03-19 2:40,룸살롱,127.02585626235378,37.52054038538882
강남구,대치동,유흥주점영업,07_23_02_P,3220000,3220000-102-2006-00006,2006-06-08,영업/정상,709.44,"서울특별시 강남구 대치동 890-33 지하1층, 지하2층",건전지1,2020-09-25 2:40,룸살롱,127.0496353905416,37.50460359667434
강남구,대치동,유흥주점영업,07_23_02_P,3220000,3220000-102-2006-00005,2006-06-08,영업/정상,705.24,"서울특별시 강남구 대치동 890-61 지하1,2층",건전지2,2021-02-02 2:40,룸살롱,127.04969162559942,37.504489772730565
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2006-00004,2006-04-24,영업/정상,182.92,서울특별시 강남구 삼성동 143-12 지하1층,이세븐,2023-08-23 2:40,룸살롱,127.05072897370633,37.50707950640875
강남구,대치동,유흥주점영업,07_23_02_P,3220000,3220000-102-2006-00011,2006-10-17,영업/정상,197.99,서울특별시 강남구 대치동 890-61 지상4층,건전지 3 (three),2020-09-25 2:40,룸살롱,127.04969162559942,37.504489772730565
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2006-00010,2006-09-20,영업/정상,682.58,서울특별시 강남구 역삼동 832-7 지하2층,방탄,2023-11-18 2:40,룸살롱,127.02806232745549,37.491890587407326
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2006-00008,2006-08-29,영업/정상,485.97,서울특별시 강남구 역삼동 653,클라쓰,2024-05-30 2:40,룸살롱,127.03463424900016,37.50810966892107
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-21697,2000-05-04,영업/정상,262.27,서울특별시 강남구 논현동 192-21 오헤븐 빌딩,나인,2024-03-23 2:40,룸살롱,127.03027752269077,37.507401553987954
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2019-00007,2019-09-24,영업/정상,370.8,서울특별시 강남구 논현동 248-7 임피리얼 팰리스호텔,알파벳,2024-02-17 2:40,룸살롱,127.03298589257787,37.51398564527352
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-1983-04324,1983-04-30,영업/정상,987.0,서울특별시 강남구 삼성동 45-10 지상1~2층,피터팬,2022-09-22 2:40,룸살롱,127.04680904438969,37.512435926299865
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2008-00003,2008-03-14,영업/정상,502.94,"서울특별시 강남구 역삼동 678-33 지하1층, 지하2층",루이즈,2022-10-02 2:40,룸살롱,127.03563257134937,37.50188781006581
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2005-00004,2005-06-18,영업/정상,533.16,"서울특별시 강남구 삼성동 142-29 지상 4,5,6층","쌔삥 앤 하이킥 4,5,6",2023-12-24 2:40,룸살롱,127.04893939139424,37.50604356899865
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2001-23585,2001-06-04,영업/정상,229.92,서울특별시 강남구 삼성동 37-15,엠넷,2024-04-17 2:40,룸살롱,127.04209320127723,37.51094626794392
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-22852,2000-12-12,영업/정상,94.46,서울특별시 강남구 삼성동 144-21,블루문,2022-07-12 2:40,룸살롱,127.0520297500881,37.50689872061354
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-22850,2000-12-11,영업/정상,224.22,서울특별시 강남구 논현동 211-20,루트플러스,2023-06-14 2:40,룸살롱,127.03199397223344,37.5143222680393
강남구,청담동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-22794,2000-11-30,영업/정상,147.45,서울특별시 강남구 청담동 98-6,베를린,2023-03-19 2:40,룸살롱,127.04349015014907,37.52446225126646
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-22662,2000-11-03,영업/정상,210.55,서울특별시 강남구 역삼동 678-32,엠 레클리,2022-06-19 2:40,룸살롱,127.03583589917177,37.501954974196785
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2010-00009,2010-09-08,영업/정상,273.84,서울특별시 강남구 삼성동 143-29 지하1층,엠(M)노래밤,2022-02-12 2:40,룸살롱,127.05130359743465,37.50680712146381
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2010-00002,2010-02-01,영업/정상,313.45,"서울특별시 강남구 역삼동 718-14 지상1,2층",식스(SIX),2022-09-22 2:40,룸살롱,127.03645212109201,37.500762733144825
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2019-00005,2019-09-17,영업/정상,249.46,서울특별시 강남구 삼성동 143-27,씨엔엔CNN5,2023-01-08 2:40,룸살롱,127.05149472443178,37.50708128443741
강남구,청담동,유흥주점영업,07_23_02_P,3220000,3220000-102-2019-00009,2019-10-02,영업/정상,819.03,서울특별시 강남구 청담동 52-3번지 프리마호텔,무인,2020-03-15 2:40,고고(디스코)클럽,127.0493703002119,37.52428152039723
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2010-00004,2010-04-14,영업/정상,192.69,서울특별시 강남구 역삼동 718-16,님과함께,2023-11-09 2:40,룸살롱,127.03659452926476,37.500992355605746
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2011-00011,2011-06-24,영업/정상,298.54,"서울특별시 강남구 삼성동 141-20 지상2,3층",주유소,2024-03-16 2:40,룸살롱,127.04624771135671,37.50522680123615
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2009-00004,2009-02-24,영업/정상,499.32,서울특별시 강남구 역삼동 735-32 지하1층,에이원,2020-09-19 2:40,룸살롱,127.03125762906119,37.499085462873666
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2009-00012,2009-11-19,영업/정상,807.84,서울특별시 강남구 역삼동 736-17번지 지하1층,임펙트,2020-03-20 2:40,룸살롱,127.03164283448797,37.49918702185797
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2004-00009,2004-10-19,영업/정상,167.89,서울특별시 강남구 역삼동 678-17 지하1층,더크리드 CREED,2023-11-11 2:40,룸살롱,127.03632868178548,37.502486715143185
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2019-00014,2019-12-11,영업/정상,94.47,서울특별시 강남구 삼성동 143-19 퍼시픽빌딩,팡팡,2023-06-01 2:40,룸살롱,127.04988834818992,37.5066101282514
강남구,신사동,유흥주점영업,07_23_02_P,3220000,3220000-102-2021-00004,2021-11-26,영업/정상,447.39,서울특별시 강남구 신사동 587-1 선샤인호텔 별관 1층,게임,2021-11-28 0:22,룸살롱,127.02585626235378,37.52054038538882
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2005-00012,2005-12-15,영업/정상,264.15,서울특별시 강남구 논현동 248-7 지하1층,멀리건2,2024-02-17 2:40,룸살롱,127.03298589257787,37.51398564527352
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2019-00002,2019-04-24,영업/정상,806.9,서울특별시 강남구 역삼동 719-18 시티타워 6-10층,애플(AppIe),2022-02-26 2:40,룸살롱,127.03813519856871,37.50133313604216
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2019-00001,2019-04-17,영업/정상,409.04,서울특별시 강남구 역삼동 826-41 지하1층,링코노래타운 강남역삼점,2024-03-23 2:40,룸살롱,127.0270902682087,37.49585477548871
강남구,신사동,유흥주점영업,07_23_02_P,3220000,3220000-102-2022-00001,2022-04-15,영업/정상,539.29,서울특별시 강남구 신사동 502-11 영일빌딩,플렉스,2023-03-12 2:40,룸살롱,127.01695482793973,37.51718061261103
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2020-00001,2020-01-30,영업/정상,393.06,서울특별시 강남구 역삼동 736-35 프리즘빌딩,필드,2020-07-16 2:40,룸살롱,127.03202764938938,37.499214308558074
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-1988-21027,1988-01-29,영업/정상,753.98,서울특별시 강남구 역삼동 735-31,이컴퍼니,2023-12-13 2:40,카바레,127.03097743330264,37.49905824237048
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-1983-04349,1983-07-30,영업/정상,285.97,서울특별시 강남구 논현동 242-53번지 가헌빌딩,봄,2018-08-31 23:59,룸살롱,127.03873095383115,37.51544379833149
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2006-00001,2006-01-18,영업/정상,462.84,서울특별시 강남구 역삼동 718-14 지상 3~5층,세븐(SEVEN),2022-08-24 2:40,기타,127.03645212109201,37.500762733144825
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2013-00002,2013-06-18,영업/정상,799.34,서울특별시 강남구 역삼동 701-1 지하2층,글로리,2023-03-24 2:40,관광호텔나이트(디스코),127.03993477330594,37.50341816228845
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2004-00012,2004-12-23,영업/정상,732.49,"서울특별시 강남구 역삼동 678-31 지하1층, 지상1,2,3,4층",좋은날,2021-09-26 2:40,룸살롱,127.03608418052538,37.50203637842801
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2005-00006,2005-06-18,영업/정상,355.44,서울특별시 강남구 삼성동 142-29 7~8층,"쌔삥 앤 하이킥 7,8",2023-12-24 2:40,룸살롱,127.04893939139424,37.50604356899865
강남구,청담동,유흥주점영업,07_23_02_P,3220000,3220000-102-2007-00011,2007-10-17,영업/정상,422.48,서울특별시 강남구 청담동 53-7 지상2층,아이리스,2023-02-15 2:40,기타,127.0512338775203,37.52389372323391
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-21430,2000-03-18,영업/정상,473.85,서울특별시 강남구 역삼동 688-6 지하1층,터미널,2023-05-04 2:40,룸살롱,127.03767092518311,37.50716694741113
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-21790,2000-05-16,영업/정상,400.94,서울특별시 강남구 논현동 204-4 지상1층,멕시멈,2023-02-26 2:40,룸살롱,127.02647335031358,37.50626377794515
강남구,신사동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-21783,2000-05-15,영업/정상,571.56,서울특별시 강남구 신사동 539-10,캐스팅,2023-04-08 2:40,룸살롱,127.0218025369367,37.518675762082474
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2019-00008,2019-09-27,영업/정상,242.57,서울특별시 강남구 삼성동 143-27,씨엔엔CNN,2023-01-08 2:40,룸살롱,127.05149472443178,37.50708128443741
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-1984-04272,1984-07-14,영업/정상,518.0,"서울특별시 강남구 역삼동 702-16 ,17",에프원,2023-11-25 2:40,룸살롱,127.04257248911486,37.5042800441535
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-1987-04396,1987-05-09,영업/정상,1089.1,서울특별시 강남구 논현동 151-30번지,에비앙,2019-09-28 2:40,룸살롱,127.02853233874507,37.511529828614925
강남구,논현동,유흥주점영업,07_23_02_P,3220000,3220000-102-2019-00013,2019-11-15,영업/정상,1123.6,서울특별시 강남구 논현동 18-2 렉스관광호텔,오리엔탈 잭 리빈,2023-02-24 2:40,고고(디스코)클럽,127.01764965890551,37.51437111511781
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2019-00010,2019-10-25,영업/정상,180.43,서울특별시 강남구 역삼동 702-24,벤자민,2022-12-08 2:40,룸살롱,127.04328913603901,37.504443777753806
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2004-00013,2004-12-30,영업/정상,918.9,"서울특별시 강남구 역삼동 678-21 지상1,2,3층",오렌지,2022-01-13 2:40,룸살롱,127.03546888759519,37.502204014358476
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-21508,2000-04-03,영업/정상,297.36,서울특별시 강남구 역삼동 601-18,괜찬아,2020-06-28 2:40,룸살롱,127.02353647872623,37.504684527601
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2002-00030,2002-12-13,영업/정상,938.83,서울특별시 강남구 역삼동 832-7번지 지하1층,미션,2020-03-08 2:40,룸살롱,127.02806232745549,37.491890587407326
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-1987-18669,1987-01-15,영업/정상,355.6,서울특별시 강남구 삼성동 142-46 지하1층,루이스,2020-09-27 2:40,룸살롱,127.04963819589307,37.50600574726095
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2018-00003,2018-07-31,영업/정상,423.21,서울특별시 강남구 삼성동 144-6번지,제너딘,2019-07-28 2:40,룸살롱,127.05189505145071,37.507298436925794
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2012-00004,2012-08-30,영업/정상,249.46,서울특별시 강남구 삼성동 143-27 지상4층,씨엔엔CNN4,2023-01-08 2:40,룸살롱,127.05149472443178,37.50708128443741
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-2007-00005,2007-07-26,영업/정상,257.31,서울특별시 강남구 삼성동 143,라이언1,2023-04-16 2:40,룸살롱,127.04971029775201,37.5069416004195
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2018-00004,2018-08-09,영업/정상,319.63,서울특별시 강남구 역삼동 824-7 4층,스테이,2024-05-12 2:40,룸살롱,127.02753922140907,37.49784661266969
강남구,삼성동,유흥주점영업,07_23_02_P,3220000,3220000-102-1985-04282,1985-11-29,영업/정상,197.5,서울특별시 강남구 삼성동 44-18번지,에이플러스,2019-07-19 2:40,룸살롱,127.04613271599396,37.5120431304598
강남구,신사동,유흥주점영업,07_23_02_P,3220000,3220000-102-1999-21048,1999-12-30,영업/정상,644.49,서울특별시 강남구 신사동 588-19,신사동,2024-04-18 2:40,카바레,127.02795939129047,37.52103376344478
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-1985-20007,1985-04-22,영업/정상,348.39,서울특별시 강남구 역삼동 831-47번지,세븐(SEVEN),2020-02-01 2:40,룸살롱,127.0279162896844,37.49409557207068
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2000-22128,2000-06-28,영업/정상,163.87,서울특별시 강남구 역삼동 662-17번지 지하2층,연구소,2018-08-31 23:59,카바레,127.03805498791372,37.50558518409847
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-1985-04276,1985-03-19,영업/정상,250.63,서울특별시 강남구 역삼동 831-42 .43,트렌드,2023-11-02 2:40,카바레,127.02843610218355,37.49388343053126
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2008-00013,2008-08-20,영업/정상,338.63,서울특별시 강남구 역삼동 831-24번지,준코뮤직타운 역삼점,2018-08-31 23:59,룸살롱,127.02746767466529,37.494862279014185
강남구,역삼동,유흥주점영업,07_23_02_P,3220000,3220000-102-2007-00006,2007-08-20,영업/정상,617.9,"서울특별시 강남구 역삼동 736-35 지하1,2층",다소다,2022-01-03 2:40,룸살롱,127.03202764938938,37.499214308558074
