year,sidocode,guguncode,spot_nm,occrrnc_cnt,sido_sgg_nm,caslt_cnt,dth_dnv_cnt,se_dnv_cnt,sl_dnv_cnt,wnd_dnv_cnt,X,Y
2017,서울,관악구,서울특별시 관악구 신림동(난곡새마을금고본점 부근),5,서울특별시 관악구2,5,0,3,2,0,126.919955127128,37.474308521022
2017,서울,관악구,서울특별시 관악구 신림동(미가할매집 부근),4,서울특별시 관악구3,4,1,3,0,0,126.928617792778,37.48778856619
2017,서울,관악구,서울특별시 관악구 봉천동(봉천역 부근),4,서울특별시 관악구4,4,0,3,1,0,126.942099210311,37.482339131447
2017,서울,관악구,서울특별시 관악구 봉천동(서울대입구역 부근),4,서울특별시 관악구5,4,0,0,4,0,126.950918269863,37.481353553625
2017,서울,관악구,서울특별시 관악구 신림동(신림현대아파트교차로 부근),3,서울특별시 관악구6,4,0,3,1,0,126.909574171812,37.485350276595
2017,서울,관악구,서울특별시 관악구 신림동(금천경찰서 부근),2,서울특별시 관악구7,2,1,1,0,0,126.909605125577,37.481043881971
2017,서울,광진구,서울특별시 광진구 중곡동(신성골목시장 부근),5,서울특별시 광진구1,7,0,0,6,1,127.089346387927,37.557918254225
2017,서울,광진구,서울특별시 광진구 군자동(화양사거리 부근),4,서울특별시 광진구2,4,0,1,2,1,127.068174562707,37.548267730073
2017,서울,광진구,서울특별시 광진구 구의동(슬기유치원 부근),3,서울특별시 광진구3,3,0,1,2,0,127.091983600364,37.551282738708
2017,서울,구로구,서울특별시 구로구 구로동(신구로자이주상복합 부근),4,서울특별시 구로구1,4,1,2,1,0,126.884081063691,37.499625077836
2017,서울,구로구,서울특별시 구로구 구로동(킴스안경클럽 부근),4,서울특별시 구로구2,4,1,1,2,0,126.884704243507,37.488478390266
2017,서울,구로구,서울특별시 구로구 개봉동(GS25개봉당곡점 부근),4,서울특별시 구로구3,4,0,4,0,0,126.854770756167,37.488123312742
2017,서울,구로구,서울특별시 구로구 개봉동(경인중 부근),3,서울특별시 구로구4,3,1,2,0,0,126.853557630082,37.497730077682
2017,서울,구로구,서울특별시 구로구 가리봉동(블루핸즈공단서비스센타 부근),3,서울특별시 구로구5,3,0,3,0,0,126.887429257655,37.481496153725
2017,서울,구로구,서울특별시 구로구 오류동(오류동역앞교차로 부근),3,서울특별시 구로구6,3,0,3,0,0,126.843534063547,37.496120907255
2017,서울,구로구,서울특별시 구로구 개봉동(개봉1동사거리 부근),2,서울특별시 구로구7,2,1,1,0,0,126.846696838889,37.501538572548
2017,서울,금천구,서울특별시 금천구 시흥동(에벤에셀프라자아파트 부근),6,서울특별시 금천구1,6,0,3,2,1,126.910086887001,37.450624132998
2017,서울,금천구,서울특별시 금천구 시흥동(시흥사거리 부근),4,서울특별시 금천구2,4,0,2,2,0,126.901589325188,37.454350976617
2017,서울,금천구,서울특별시 금천구 시흥동(세븐일레븐시흥초교점 부근),4,서울특별시 금천구3,4,0,2,2,0,126.905723576983,37.456273710065
2017,서울,중랑구,서울특별시 노원구 상계동(우물집원조추어탕순대국 부근),4,서울특별시 노원구1,4,0,3,1,0,127.08204080554,37.671234804244
2017,서울,중랑구,서울특별시 노원구 상계동(수락산역4번출구 부근),4,서울특별시 노원구2,4,0,3,1,0,127.05578865972,37.675873295117
2017,서울,중랑구,서울특별시 노원구 상계동(한국전력공사노원도봉지사 부근),3,서울특별시 노원구3,4,2,1,1,0,127.054960268103,37.654506104774
2017,서울,중랑구,서울특별시 노원구 공릉동(배꽃나라주유소 부근),3,서울특별시 노원구4,3,1,1,1,0,127.079106421126,37.618559175566
2017,서울,중랑구,서울특별시 노원구 공릉동(공릉볼링센타 부근),3,서울특별시 노원구5,3,0,2,1,0,127.075653969656,37.621516732812
2017,서울,도봉구,서울특별시 도봉구 창동(창동지하차도 부근),4,서울특별시 도봉구1,4,1,1,2,0,127.048000341044,37.652122928331
2017,서울,도봉구,서울특별시 도봉구 도봉동(도봉산역1번출구 부근),4,서울특별시 도봉구2,4,0,3,1,0,127.045601952569,37.6888743128
2017,서울,도봉구,서울특별시 도봉구 쌍문동(숭미파출소사거리 부근),3,서울특별시 도봉구3,3,0,2,1,0,127.025790777324,37.647362032533
2017,서울,도봉구,서울특별시 도봉구 창동(신창교 부근),3,서울특별시 도봉구4,3,0,1,2,0,127.039525191236,37.633776478902
2017,서울,도봉구,서울특별시 도봉구 도봉동(도봉역2번출구 부근),2,서울특별시 도봉구5,2,1,0,1,0,127.045185479228,37.677499323336
2017,서울,동대문구,서울특별시 동대문구 제기동(왕산로29길 부근),11,서울특별시 동대문구1,11,0,4,7,0,127.040836917191,37.579890114538
2017,서울,동대문구,서울특별시 동대문구 신설동(신삼송빌딩앞 부근),10,서울특별시 동대문구2,10,0,1,8,1,127.023283661713,37.573981677513
2017,서울,동대문구,서울특별시 동대문구 전농동(청량리역사거리 부근),9,서울특별시 동대문구3,9,0,6,3,0,127.045891563046,37.580792611191
2017,서울,동대문구,서울특별시 동대문구 제기동(KB국민은행홍릉지점 부근),6,서울특별시 동대문구4,6,0,6,0,0,127.0413870145,37.586682021259
2017,서울,동대문구,서울특별시 동대문구 전농동(성모온누리약국 부근),5,서울특별시 동대문구5,6,4,1,1,0,127.044041772711,37.578016284425
2017,서울,동대문구,서울특별시 동대문구 제기동(제기동역1번출구 부근),5,서울특별시 동대문구6,5,1,2,2,0,127.033958891391,37.578288994842
2017,서울,동대문구,서울특별시 동대문구 장안동(배봉초교사거리 부근),4,서울특별시 동대문구7,4,1,0,3,0,127.068740601399,37.578692533235
2017,서울,동대문구,서울특별시 동대문구 회기동(IBK기업은행회기역지점 부근),4,서울특별시 동대문구8,5,0,4,1,0,127.055911210335,37.589964659143
2017,서울,동대문구,서울특별시 동대문구 제기동(영양물산 부근),4,서울특별시 동대문구9,4,0,4,0,0,127.037555508681,37.582803960236
2017,서울,동대문구,서울특별시 동대문구 휘경동(삼성디지털프라자휘경점 부근),3,서울특별시 동대문구10,3,1,2,0,0,127.065402412392,37.591000576516
2017,서울,동작구,서울특별시 동작구 상도동(상도3동주민센터 부근),8,서울특별시 동작구1,8,0,3,5,0,126.931476814005,37.499504497635
2017,서울,동작구,서울특별시 동작구 대방동(신대방삼거리역교차로 부근),6,서울특별시 동작구2,6,0,2,3,1,126.927932476104,37.498884886329
2017,서울,동작구,서울특별시 동작구 흑석동(이마트에브리데이흑석동점 부근),4,서울특별시 동작구3,4,1,3,0,0,126.960855789264,37.507364318709
2017,서울,동작구,서울특별시 동작구 노량진동(이마트24동작삼익점 부근),4,서울특별시 동작구4,4,0,2,2,0,126.944600894017,37.510643452834
2017,서울,동작구,서울특별시 동작구 대방동(롯데하이마트대방점 부근),3,서울특별시 동작구5,5,0,2,3,0,126.922577340673,37.505373087499
2017,서울,동작구,서울특별시 동작구 사당동(이수역사거리 부근),3,서울특별시 동작구6,3,0,1,2,0,126.98276719715,37.485615735779
2017,서울,동작구,서울특별시 동작구 사당동(동작대로1길 부근),3,서울특별시 동작구7,3,0,0,2,1,126.981153725265,37.477143953931
2017,서울,동작구,서울특별시 동작구 사당동(밝은서울정신건강의학과의원 부근),2,서울특별시 동작구8,2,1,0,1,0,126.982236624122,37.482703893771
2017,서울,마포구,서울특별시 마포구 성산동(가좌삼거리 부근),5,서울특별시 마포구1,5,1,2,1,1,126.914166296339,37.56962487319
2017,서울,마포구,서울특별시 마포구 서교동(서교동사거리 부근),5,서울특별시 마포구2,5,1,1,3,0,126.918148262333,37.552672234437
2017,서울,마포구,서울특별시 마포구 망원동(한강공원입구교차로 부근),5,서울특별시 마포구3,5,0,3,2,0,126.899125128823,37.555911935988
2017,서울,마포구,서울특별시 마포구 망원동(LG베스트샵월드컵점 부근),4,서울특별시 마포구4,4,0,4,0,0,126.904739761832,37.561845127751
2017,서울,서대문구,서울특별시 서대문구 북가좌동(북가좌사거리 부근),5,서울특별시 서대문구1,5,0,3,2,0,126.912470309858,37.581681859931
2017,서울,서대문구,서울특별시 서대문구 홍은동(홍연2교교차로 부근),4,서울특별시 서대문구2,4,0,3,1,0,126.930109987487,37.578581153099
2017,서울,서대문구,서울특별시 서대문구 홍제동(홍제역 부근),4,서울특별시 서대문구3,4,0,2,1,1,126.94456648056,37.588764817843
2017,서울,서대문구,서울특별시 서대문구 홍제동(홍제삼거리 부근),3,서울특별시 서대문구4,5,0,2,3,0,126.946974077193,37.586124485657
2017,서울,서대문구,서울특별시 서대문구 홍제동(홍제교 부근),3,서울특별시 서대문구5,3,0,2,1,0,126.944461121385,37.591970846079
2017,서울,서대문구,서울특별시 서대문구 홍은동(홍은파출소 부근),3,서울특별시 서대문구6,4,0,2,0,2,126.946227806269,37.595125393523
2017,서울,서대문구,서울특별시 서대문구 홍제동(7호포차 부근),2,서울특별시 서대문구7,2,1,1,0,0,126.937405895867,37.588902610168
2017,서울,서초구,서울특별시 서초구 잠원동(신사역5번출구 부근),5,서울특별시 서초구1,6,1,3,0,2,127.019166375629,37.515964044406
2017,서울,서초구,서울특별시 서초구 방배동(방배역 부근),3,서울특별시 서초구2,3,0,1,1,1,126.997158963317,37.481954308845
2017,서울,성동구,서울특별시 성동구 행당동(왕십리역11번출구~홈플러스익스프레스왕십리점),5,서울특별시 성동구1,5,0,1,3,1,127.033996661118,37.562117923604
2017,서울,성동구,서울특별시 성동구 사근동(한양대후문약국 부근),4,서울특별시 성동구2,5,0,2,3,0,127.04198180182,37.559499487213
2017,서울,성동구,서울특별시 성동구 행당동(행당과선교 부근),2,서울특별시 성동구3,2,1,1,0,0,127.039394505353,37.558100934412
2017,서울,성북구,서울특별시 성북구 동소문동5가(빽다방성신여대입구역점 부근),9,서울특별시 성북구1,9,0,3,5,1,127.016584973319,37.592733133029
2017,서울,성북구,서울특별시 성북구 하월곡동(성북트리즘빌딩사거리 부근),8,서울특별시 성북구2,9,1,3,5,0,127.038159407032,37.602448656581
2017,서울,성북구,서울특별시 성북구 동선동2가(바람마당교 부근),7,서울특별시 성북구3,7,1,2,4,0,127.017318757156,37.589374872953
2017,서울,성북구,서울특별시 성북구 길음동(박찬유치과의원 부근),5,서울특별시 성북구4,5,0,3,2,0,127.023690514107,37.603458339831
2017,서울,성북구,서울특별시 성북구 장위동(성심가정의학과의원 부근),5,서울특별시 성북구5,5,0,2,3,0,127.049007865022,37.613346385728
2017,서울,성북구,서울특별시 성북구 장위동(KEB하나은행장위동지점 부근),4,서울특별시 성북구6,4,1,1,2,0,127.050726974871,37.615750512777
2017,서울,성북구,서울특별시 성북구 장위동(나약국 부근),4,서울특별시 성북구7,4,0,3,1,0,127.043050065109,37.614147161863
2017,서울,성북구,서울특별시 성북구 정릉동(도미노피자정릉점 부근),3,서울특별시 성북구8,3,1,2,0,0,127.010398638587,37.607360838133
2017,서울,성북구,서울특별시 성북구 길음동(삼양로10길 부근),3,서울특별시 성북구9,3,1,1,1,0,127.023521684379,37.608613336537
2017,서울,성북구,서울특별시 성북구 종암동(사대부고앞 부근),3,서울특별시 성북구10,3,1,1,1,0,127.036293222955,37.593353239861
2017,서울,송파구,서울특별시 송파구 삼전동(시온정비센터 부근),5,서울특별시 송파구1,5,0,5,0,0,127.085902845141,37.501952490916
2017,서울,송파구,서울특별시 송파구 마천동(착한깡통 부근),5,서울특별시 송파구2,5,0,2,1,2,127.150603132629,37.497228776688
2017,서울,송파구,서울특별시 송파구 문정동(가락시장역3호선 부근),4,서울특별시 송파구3,4,0,3,1,0,127.116129596904,37.491858298822
2017,서울,송파구,서울특별시 송파구 석촌동(석촌역 부근),3,서울특별시 송파구4,3,2,0,1,0,127.106107820021,37.506508108363
2017,서울,송파구,서울특별시 송파구 방이동(포레스트요양병원 부근),3,서울특별시 송파구5,3,0,2,1,0,127.11384713284,37.511834223571
2017,서울,송파구,서울특별시 송파구 신천(잠실역8호선 부근),3,서울특별시 송파구6,5,0,1,4,0,127.103103730954,37.514455180763
2017,서울,양천구,서울특별시 양천구 목동(다이소등촌시장점 부근),6,서울특별시 양천구1,6,0,2,3,1,126.865348183673,37.548582380373
2017,서울,양천구,서울특별시 양천구 신월동(으뜸공원 부근),4,서울특별시 양천구2,4,0,4,0,0,126.83039775995,37.53639677799
2017,서울,양천구,서울특별시 양천구 신월동(양천경찰서 부근),3,서울특별시 양천구3,4,0,2,2,0,126.865489971686,37.516960030982
2017,서울,양천구,서울특별시 양천구 신정동(홍익병원 부근),3,서울특별시 양천구4,3,0,1,1,1,126.863907772827,37.52875975406
2017,서울,영등포구,서울특별시 영등포구 영등포동3가(영등포시장앞 부근),8,서울특별시 영등포구1,9,1,7,1,0,126.905016141483,37.519944191972
2017,서울,영등포구,서울특별시 영등포구 신길동(우신초교앞 부근),4,서울특별시 영등포구2,4,1,2,1,0,126.910466502528,37.50977806041
2017,서울,영등포구,서울특별시 영등포구 당산동1가(영등포유통상가교차로 부근),3,서울특별시 영등포구3,5,0,2,3,0,126.895607507981,37.520820379858
2017,서울,영등포구,서울특별시 영등포구 대림동(살레시오청소년센터 부근),3,서울특별시 영등포구4,3,0,2,1,0,126.905195150637,37.49442552332
2017,서울,영등포구,서울특별시 영등포구 신길동(신길삼거리 부근),3,서울특별시 영등포구5,4,0,2,0,2,126.919255592173,37.514377094428
2017,서울,영등포구,서울특별시 영등포구 문래동3가(모드니주유소 부근),2,서울특별시 영등포구6,2,1,1,0,0,126.900632029246,37.514480752086
2017,서울,용산구,서울특별시 용산구 이태원동(대성옵티마약국 부근),4,서울특별시 용산구1,4,0,2,2,0,126.989132827019,37.539340835512
2017,서울,용산구,서울특별시 용산구 한남동(라멘81번옥 부근),3,서울특별시 용산구2,3,1,1,1,0,127.006841497938,37.530019423658
2017,서울,용산구,서울특별시 용산구 용문동(파리바게트원효로점 부근),3,서울특별시 용산구3,3,0,2,1,0,126.961528290599,37.535806480985
2017,서울,용산구,서울특별시 용산구 보광동(IBK기업은행보광동점 부근),3,서울특별시 용산구4,3,0,2,1,0,126.999351851308,37.527905784825
2017,서울,용산구,서울특별시 용산구 남영동(숙대입구역3번출구 부근),3,서울특별시 용산구5,3,0,2,1,0,126.971903077466,37.545107009682
2017,서울,은평구,서울특별시 은평구 응암동(응암오거리 부근),6,서울특별시 은평구1,6,1,4,1,0,126.91699120628,37.590160450545
2017,서울,은평구,서울특별시 은평구 신사동(와산교교차로 부근),5,서울특별시 은평구2,5,0,3,2,0,126.912565415862,37.588841047078
2017,서울,은평구,서울특별시 은평구 불광동(연신내역 부근),4,서울특별시 은평구3,7,0,2,5,0,126.921109443847,37.619208244166
2017,서울,은평구,서울특별시 은평구 역촌동(역말사거리 부근),3,서울특별시 은평구4,3,1,0,2,0,126.915591576991,37.604860015079
2017,서울,은평구,서울특별시 은평구 응암동(드림캐시아주상복합 부근),3,서울특별시 은평구5,5,0,2,3,0,126.920935061705,37.598648900427
2017,서울,은평구,서울특별시 은평구 대조동(대조불광시장교차로 부근),3,서울특별시 은평구6,3,0,2,1,0,126.926634262462,37.608870119062
2017,서울,은평구,서울특별시 은평구 불광동(불광지구대 부근),3,서울특별시 은평구7,3,0,1,2,0,126.925657730921,37.621152101789
2017,서울,종로구,서울특별시 종로구 종로2가(탑골공원 부근),6,서울특별시 종로구1,9,0,3,6,0,126.988250700011,37.570389986709
2017,서울,종로구,서울특별시 종로구 숭인동(동묘앞역 부근),4,서울특별시 종로구2,4,1,2,0,1,127.017441147692,37.573594305334
2017,서울,종로구,서울특별시 종로구 창신동(청계7가사거리 부근),4,서울특별시 종로구3,6,0,4,1,1,127.015868362936,37.569709445436
2017,서울,종로구,서울특별시 종로구 내자동(우리은행효자동지점 부근),3,서울특별시 종로구4,3,1,1,1,0,126.972084928478,37.578100046381
2017,서울,종로구,서울특별시 종로구 종로6가(동대문역 부근),3,서울특별시 종로구5,3,1,1,1,0,127.008193319267,37.571970235839
2017,서울,종로구,서울특별시 종로구 견지동(안국동사거리~우정국로 부근),3,서울특별시 종로구6,3,0,2,1,0,126.983181792707,37.57411093887
2017,서울,종로구,서울특별시 종로구 종로4가(승보약국 부근),3,서울특별시 종로구7,4,0,2,0,2,126.99611006243,37.570701525356
2017,서울,중구,서울특별시 중구 신당동(신당역 부근),5,서울특별시 중구1,5,0,4,1,0,127.021086462371,37.565580865665
2017,서울,중구,서울특별시 중구 남대문로5가(도동삼거리 부근),4,서울특별시 중구2,5,0,3,2,0,126.976492750441,37.556023408754
2017,서울,중구,서울특별시 중구 봉래동2가(서울역1호선 부근),4,서울특별시 중구3,4,0,3,1,0,126.972732038354,37.555353232167
2017,서울,중구,서울특별시 중구 북창동(소니서비스센터남대문점 부근),3,서울특별시 중구4,5,0,1,2,2,126.978017023968,37.561053423078
2017,서울,중랑구,서울특별시 노원구 상계동(우물집원조추어탕순대국 부근),4,서울특별시 노원구1,4,0,3,1,0,127.08204080554,37.671234804244
2017,서울,중랑구,서울특별시 노원구 상계동(수락산역4번출구 부근),4,서울특별시 노원구2,4,0,3,1,0,127.05578865972,37.675873295117
2017,서울,중랑구,서울특별시 노원구 상계동(한국전력공사노원도봉지사 부근),3,서울특별시 노원구3,4,2,1,1,0,127.054960268103,37.654506104774
2017,서울,중랑구,서울특별시 노원구 공릉동(배꽃나라주유소 부근),3,서울특별시 노원구4,3,1,1,1,0,127.079106421126,37.618559175566
2017,서울,중랑구,서울특별시 노원구 공릉동(공릉볼링센타 부근),3,서울특별시 노원구5,3,0,2,1,0,127.075653969656,37.621516732812
2018,서울,강남구,서울특별시 강남구 도곡동(삼성타워펠리스1차 부근),4,서울특별시 강남구1,4,1,2,1,0,127.053959043876,37.488763648924
2018,서울,강남구,서울특별시 강남구 논현동(임피리얼팰리스호텔 부근),3,서울특별시 강남구2,4,0,4,0,0,127.035726970225,37.513236094871
2018,서울,강남구,서울특별시 강남구 역삼동(스타벅스 아크로힐스 논현점 부근),3,서울특별시 강남구3,3,0,2,1,0,127.040205909676,37.509174132381
2018,서울,강남구,서울특별시 강남구 신사동(현대종합상가 부근),3,서울특별시 강남구4,3,0,1,2,0,127.030757934432,37.527944610356
2018,서울,강남구,서울특별시 강남구 역삼동(한라클래식 부근),3,서울특별시 강남구5,3,0,1,2,0,127.03023982421,37.496854752246
2018,서울,강동구,서울특별시 강동구 천호동(성록빌딩 부근),6,서울특별시 강동구1,6,0,5,1,0,127.133964124346,37.546487211816
2018,서울,강동구,서울특별시 강동구 천호동(고분다리전통시장 부근),5,서울특별시 강동구2,5,0,1,4,0,127.131393714449,37.542431472635
2018,서울,강동구,서울특별시 강동구 성내동(SJ빌딩 부근),3,서울특별시 강동구3,3,1,0,2,0,127.13322670455,37.532778023888
2018,서울,강동구,서울특별시 강동구 천호동(천호역2번출구 부근),3,서울특별시 강동구4,3,0,3,0,0,127.123596256863,37.539237485423
2018,서울,강동구,서울특별시 강동구 천호동(성덕약국 부근),3,서울특별시 강동구5,3,0,2,1,0,127.140362137903,37.550791308673
2018,서울,강북구,서울특별시 강북구 수유동(이상인한의원 부근),5,서울특별시 강북구1,5,1,2,2,0,127.010724530414,37.64569415796
2018,서울,강북구,서울특별시 강북구 미아동(미래본경희한의원 부근),5,서울특별시 강북구2,8,0,4,3,1,127.018342075927,37.619976338938
2018,서울,강북구,서울특별시 강북구 미아동(GS25미아진영점 부근),5,서울특별시 강북구3,5,0,3,2,0,127.028686268757,37.620457043659
2018,서울,강북구,서울특별시 강북구 미아동(기아오토큐미아점 부근),4,서울특별시 강북구4,4,1,1,2,0,127.02221258984,37.611348122719
2018,서울,강북구,서울특별시 강북구 미아동(수유시장 부근),4,서울특별시 강북구5,4,0,3,1,0,127.024258983666,37.630836511497
2018,서울,강북구,서울특별시 강북구 미아동(삼양입구사거리 부근),4,서울특별시 강북구6,4,0,3,1,0,127.029719780445,37.617013164527
2018,서울,강북구,서울특별시 강북구 수유동(광은빌딩 부근),4,서울특별시 강북구7,5,0,2,2,1,127.01793005333,37.629218082549
2018,서울,강북구,서울특별시 강북구 번동(세븐일레븐 번동점 부근),3,서울특별시 강북구8,3,1,2,0,0,127.025705824665,37.634853383778
2018,서울,강북구,서울특별시 강북구 수유동(수유역 부근),3,서울특별시 강북구9,3,0,2,1,0,127.02571337897,37.638141045274
2018,서울,강북구,서울특별시 강북구 수유동(프레비스타 부근),2,서울특별시 강북구10,2,1,0,1,0,127.012847354023,37.62907074482
2018,서울,강서구,서울특별시 강서구 등촌동(신한이모르젠아파트 부근),7,서울특별시 강서구1,10,0,4,6,0,126.863949960024,37.549859741435
2018,서울,강서구,서울특별시 강서구 염창동(강서구보건소 부근),5,서울특별시 강서구2,5,1,2,2,0,126.868213050493,37.549137331324
2018,서울,강서구,서울특별시 강서구 화곡동(바울빌딩 부근),4,서울특별시 강서구3,4,0,3,1,0,126.849145108261,37.530832688679
2018,서울,관악구,서울특별시 관악구 신림동(뿌리약국 부근),7,서울특별시 관악구1,7,1,4,2,0,126.918600634812,37.474469085081
2018,서울,관악구,서울특별시 관악구 신림동(신일자원 부근),5,서울특별시 관악구2,5,1,2,2,0,126.913823192388,37.477487093855
2018,서울,관악구,서울특별시 관악구 봉천동(쿠우쿠우 서울대점 부근),4,서울특별시 관악구3,4,1,3,0,0,126.95033607575,37.481393658891
2018,서울,관악구,서울특별시 관악구 봉천동(당곡사거리 부근),4,서울특별시 관악구4,5,0,1,4,0,126.928210568964,37.489212148023
2018,서울,광진구,서울특별시 광진구 구의동(구의공원입구 부근),2,서울특별시 광진구1,2,1,1,0,0,127.094998268157,37.536429606842
2018,서울,구로구,서울특별시 구로구 오류동(IBK기업은행 오류동지점 부근),5,서울특별시 구로구1,5,0,0,4,1,126.844086748206,37.496429875639
2018,서울,구로구,서울특별시 구로구 개봉동(늘푸른한의원 부근),4,서울특별시 구로구2,4,0,3,1,0,126.856229971837,37.492348103783
2018,서울,구로구,서울특별시 구로구 궁동(우진빌딩 부근),4,서울특별시 구로구3,4,0,2,1,1,126.829157682082,37.497668676469
2018,서울,구로구,서울특별시 구로구 오류동(만호빌딩 부근),4,서울특별시 구로구4,4,0,1,2,1,126.844866748203,37.494004512899
2018,서울,구로구,서울특별시 구로구 구로동(고려빌딩 부근),3,서울특별시 구로구5,3,0,2,1,0,126.885011739701,37.50293911375
2018,서울,금천구,서울특별시 금천구 시흥동(시흥사거리 부근),9,서울특별시 금천구1,9,2,6,1,0,126.900386513428,37.454759976593
2018,서울,금천구,서울특별시 금천구 시흥동(은행나무시장 부근),5,서울특별시 금천구2,5,0,2,3,0,126.908041913205,37.451045526531
2018,서울,금천구,서울특별시 금천구 독산동(금천우체국사거리 부근),3,서울특별시 금천구3,3,0,2,1,0,126.898086235592,37.469629255786
2018,서울,중랑구,서울특별시 노원구 월계동(S-OIL 신성주유소 부근),5,서울특별시 노원구1,6,1,2,3,0,127.056914090214,37.629041646356
2018,서울,중랑구,서울특별시 노원구 중계동(상계역 부근),5,서울특별시 노원구2,5,0,4,1,0,127.072458307006,37.659957337262
2018,서울,중랑구,서울특별시 노원구 상계동(성광빌딩 부근),5,서울특별시 노원구3,5,0,3,1,1,127.062346835339,37.657132408435
2018,서울,중랑구,서울특별시 노원구 상계동(수락산역 부근),3,서울특별시 노원구4,3,1,1,1,0,127.055032930626,37.678418775807
2018,서울,중랑구,서울특별시 노원구 상계동(대성한의원 부근),3,서울특별시 노원구5,3,1,1,1,0,127.078371071569,37.666480722608
2018,서울,중랑구,서울특별시 노원구 월계동(석계로11길 부근),2,서울특별시 노원구6,2,1,0,1,0,127.063587166815,37.61741583957
2018,서울,도봉구,서울특별시 도봉구 쌍문동(신원프라자 부근),4,서울특별시 도봉구1,4,0,3,1,0,127.035534159175,37.658511917192
2018,서울,도봉구,서울특별시 도봉구 창동(쌍문역 부근),4,서울특별시 도봉구2,4,0,2,1,1,127.035373893691,37.649150259778
2018,서울,도봉구,서울특별시 도봉구 쌍문동(쌍문1동주민센터 부근),3,서울특별시 도봉구3,3,1,1,1,0,127.026357660479,37.648313905563
2018,서울,도봉구,서울특별시 도봉구 창동(가인초교 부근),3,서울특별시 도봉구4,4,0,3,1,0,127.042483609132,37.659208410641
2018,서울,도봉구,서울특별시 도봉구 도봉동(부부약국 부근),3,서울특별시 도봉구5,3,0,2,1,0,127.043652302413,37.684439935655
2018,서울,도봉구,서울특별시 도봉구 도봉동(도봉중 부근),3,서울특별시 도봉구6,3,0,1,1,1,127.04594865111,37.671343617715
2018,서울,동대문구,서울특별시 동대문구 용두동(동서시장 부근),15,서울특별시 동대문구1,16,0,8,6,2,127.040927771201,37.579061792169
2018,서울,동대문구,서울특별시 동대문구 청량리동(청량리우체국 부근),13,서울특별시 동대문구2,15,1,4,8,2,127.045333230645,37.580645928168
2018,서울,동대문구,서울특별시 동대문구 휘경동(회기역앞 부근),4,서울특별시 동대문구3,4,1,2,1,0,127.055965667882,37.590470370412
2018,서울,동대문구,서울특별시 동대문구 답십리동(한화꿈에그린아파트입구 부근),4,서울특별시 동대문구4,4,0,4,0,0,127.05429241986,37.5667254769
2018,서울,동대문구,서울특별시 동대문구 이문동(신이문역1번출구 부근),4,서울특별시 동대문구5,4,0,3,1,0,127.067424141412,37.602851585233
2018,서울,동대문구,서울특별시 동대문구 장안동(새서울병원 부근),4,서울특별시 동대문구6,4,0,2,2,0,127.072051252265,37.573641820115
2018,서울,동대문구,서울특별시 동대문구 휘경동(중량약국 부근),4,서울특별시 동대문구7,4,0,1,3,0,127.066811677918,37.592021836739
2018,서울,동대문구,서울특별시 동대문구 장안동(장안2동 주민센터 부근),3,서울특별시 동대문구8,3,1,1,1,0,127.070201683162,37.578876910442
2018,서울,동대문구,서울특별시 동대문구 이문동(한솔고시텔 부근),3,서울특별시 동대문구9,3,0,3,0,0,127.062072134722,37.599794316555
2018,서울,동작구,서울특별시 동작구 신대방동(해태보라매타워 부근),5,서울특별시 동작구1,5,0,3,2,0,126.924208084037,37.491840159497
2018,서울,동작구,서울특별시 동작구 대방동(신대방삼거리역2번출구 부근),5,서울특별시 동작구2,5,0,2,3,0,126.928095947671,37.498959381671
2018,서울,동작구,서울특별시 동작구 상도동(이니스프리 숭실대점 부근),5,서울특별시 동작구3,9,0,1,7,1,126.952502869013,37.497682801221
2018,서울,동작구,서울특별시 동작구 신대방동(대림사거리 부근),4,서울특별시 동작구4,4,0,2,2,0,126.906823491912,37.488757424716
2018,서울,동작구,서울특별시 동작구 대방동(보라매빌딩 부근),3,서울특별시 동작구5,3,1,1,0,1,126.921578559004,37.499791165531
2018,서울,서대문구,서울특별시 서대문구 홍제동(홍은사거리 부근),9,서울특별시 서대문구1,10,0,5,4,1,126.941933488641,37.591418211782
2018,서울,서대문구,서울특별시 서대문구 북가좌동(KEB하나은행 북가좌지점 부근),5,서울특별시 서대문구2,6,0,0,4,2,126.91177775544,37.580622055664
2018,서울,서대문구,서울특별시 서대문구 홍제동(사랑나눔사회복지센터 부근),3,서울특별시 서대문구3,3,0,3,0,0,126.948138920476,37.594034708336
2018,서울,서대문구,서울특별시 서대문구 홍은동(홍연2교 부근),3,서울특별시 서대문구4,3,0,2,0,1,126.930058309744,37.577931936111
2018,서울,서대문구,서울특별시 서대문구 대현동(CGV신촌아트레온 부근),2,서울특별시 서대문구5,2,1,0,0,1,126.941911099119,37.556545940044
2018,서울,서초구,서울특별시 서초구 서초동(서울고교 부근),4,서울특별시 서초구1,4,1,1,2,0,127.0037296557,37.482484224468
2018,서울,서초구,서울특별시 서초구 서초동(서이초교 부근),3,서울특별시 서초구2,3,0,2,0,1,127.026627823117,37.491982005966
2018,서울,성동구,서울특별시 성동구 성수동2가(뚝도시장약국 부근),3,서울특별시 성동구1,3,1,1,1,0,127.054355036057,37.537653558066
2018,서울,성동구,서울특별시 성동구 금호동4가(KB국민은행금호동지점 부근),3,서울특별시 성동구2,3,0,2,1,0,127.023307464069,37.54805099256
