"x","y","h3_address","neighbours","neighbours_centroids","caslt_cnt","dth_dnv_cnt","se_dnv_cnt","sl_dnv_cnt","wnd_dnv_cnt","caslt_cnt_1","dth_dnv_cnt_1","se_dnv_cnt_1","sl_dnv_cnt_1","wnd_dnv_cnt_1","caslt_cnt_2","dth_dnv_cnt_2","se_dnv_cnt_2","sl_dnv_cnt_2","wnd_dnv_cnt_2","caslt_cnt_3","dth_dnv_cnt_3","se_dnv_cnt_3","sl_dnv_cnt_3","wnd_dnv_cnt_3","caslt_cnt_4","dth_dnv_cnt_4","se_dnv_cnt_4","sl_dnv_cnt_4","wnd_dnv_cnt_4","caslt_cnt_5","dth_dnv_cnt_5","se_dnv_cnt_5","sl_dnv_cnt_5","wnd_dnv_cnt_5","caslt_cnt_6","dth_dnv_cnt_6","se_dnv_cnt_6","sl_dnv_cnt_6","wnd_dnv_cnt_6","bus_station_cnt","traffic_cnt","pleasure_cnt","seoul_police_cnt","park_cnt","crossroad_cnt","도로10이하_cnt","도로10_20_cnt","도로20_30_cnt","도로30이상_cnt","child_cnt","silver_cnt","crosswalk_cnt","t_caslt_cnt","t_dth_dnv_cnt","t_se_dnv_cnt","t_sl_dnv_cnt","t_wnd_dnv_cnt","EPDO","pred_EPDO","diff"
126.919866803,37.5813011068,"8930e1da353ffff","['8930e1da353ffff', '8930e1da227ffff', '8930e1da3cfffff', '8930e1da3cbffff', '8930e1da343ffff', '8930e1da35bffff', '8930e1da357ffff']","[(37.580820082038464, 126.91989165250526), (37.57972954164726, 126.9171854315887), (37.58364239514726, 126.92012126495266), (37.58255177668035, 126.91741491319999), (37.57908826662142, 126.92236837531709), (37.57799780753188, 126.91966206064185), (37.58191061920276, 126.92259809802401)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,2.33746899768555,2.33746899768555
127.0382443978,37.6461708023,"8930e1c2057ffff","['8930e1c200bffff', '8930e1c201bffff', '8930e1c2047ffff', '8930e1c2057ffff', '8930e1c2043ffff', '8930e1c2053ffff', '8930e1c20cfffff']","[(37.64858148311518, 127.04083612098388), (37.65031648642041, 127.03835448550174), (37.645755509764875, 127.04060060513942), (37.64749055256198, 127.03811908030292), (37.64466465702587, 127.0378836962478), (37.64639961816843, 127.03540226504585), (37.64922547421168, 127.03563753846275)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,5,2,1,17,0,0,1,4,4,0,0,0,0,0,0,2,0,1,1,0,9,3.67034622013361,-5.32965377986639
126.8965530335,37.5850413863,"8930e1da667ffff","['8930e1da677ffff', '8930e1da663ffff', '8930e1da667ffff', '8930e1da293ffff', '8930e1da62bffff', '8930e1da66fffff', '8930e1da29bffff']","[(37.58684430702365, 126.89420968469105), (37.58402258187731, 126.89398127737246), (37.585113541284414, 126.89668613099417), (37.58620449755805, 126.89939120917455), (37.587935344532355, 126.89691466903223), (37.582291776612614, 126.89645761344147), (37.58338265478558, 126.89916256089498)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,1.66946545584307,1.66946545584307
126.9798147825,37.571672077,"8930e1d8c17ffff","['8930e1d8c07ffff', '8930e1d8c13ffff', '8930e1d8c8fffff', '8930e1d8c17ffff', '8930e1d8c03ffff', '8930e1d8cbbffff', '8930e1d8cabffff']","[(37.57028115137181, 126.98188441080634), (37.57092578466018, 126.97669704082499), (37.57374935115383, 126.97692928657536), (37.57201531167389, 126.97940685705504), (37.56919170583313, 126.97917450099942), (37.57483895617338, 126.9796392339492), (37.57310483521747, 126.98211689801313)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,12,23,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.83200359491176,1.83200359491176
127.0570365871,37.6218507136,"8930e1c0417ffff","['8930e1c0413ffff', '8930e1c048fffff', '8930e1c0403ffff', '8930e1c04abffff', '8930e1c0407ffff', '8930e1c04bbffff', '8930e1c0417ffff']","[(37.62121223454916, 127.05430881635614), (37.624038252600705, 127.05454488999165), (37.6194761468027, 127.05678966891388), (37.623392170037285, 127.05974311521292), (37.62056603478118, 127.05950679919977), (37.62512830011133, 127.05726205855512), (37.62230220423486, 127.05702585312926)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,1.932805605348,1.932805605348
126.9628786984,37.5353381066,"8930e1d8363ffff","['8930e1d8367ffff', '8930e1d8363ffff', '8930e1d837bffff', '8930e1d8373ffff', '8930e1d8377ffff', '8930e1d836bffff', '8930e1d836fffff']","[(37.53660308154338, 126.96601993494346), (37.53551439936838, 126.96331245834664), (37.534425713848414, 126.96060520617985), (37.537248463981925, 126.96083656826598), (37.53833722758213, 126.96354395133935), (37.53269160997863, 126.96308098609913), (37.533780214074376, 126.96578833178201)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,1,0,3,5,0,0,0,1,1,6,1,2,1,0,0,30,5.91463288330983,-24.0853671166902
126.9897867748,37.5617395194,"8930e1d889bffff","['8930e1d88d7ffff', '8930e1d8883ffff', '8930e1d8c6fffff', '8930e1d8893ffff', '8930e1d8c67ffff', '8930e1d889bffff', '8930e1d888bffff']","[(37.559430458000314, 126.9888513979677), (37.56334330199433, 126.99179445834575), (37.561165059361336, 126.98637411503796), (37.565077945558905, 126.98931697159898), (37.56398874448758, 126.9866067811302), (37.56225418242632, 126.98908417434598), (37.56051949956298, 126.99156155079932)]",0,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,89,0,0,2,3,0,0,1,2,0,8,1,0,0,0,0,0,7.8856047147206,7.8856047147206
127.0011841997,37.6220894371,"8930e1c34bbffff","['8930e1c34abffff', '8930e1c348fffff', '8930e1c34bbffff', '8930e1c34b3ffff', '8930e1c3417ffff', '8930e1c34a3ffff', '8930e1c3487ffff']","[(37.620274667508546, 127.00436335981553), (37.62091813584728, 126.99917013442686), (37.62200880735692, 127.00188349465297), (37.624833575600974, 127.00211710434391), (37.61918407754477, 127.00164990593053), (37.62309947522244, 127.00459708001708), (37.6237428261886, 126.99940361264606)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2080057146371,1.2080057146371
127.0185578324,37.6347809528,"8930e1c264bffff","['8930e1c2643ffff', '8930e1c35b3ffff', '8930e1c3597ffff', '8930e1c265bffff', '8930e1c264bffff', '8930e1c264fffff', '8930e1c3587ffff']","[(37.637028581226836, 127.01887164442765), (37.63246871855116, 127.02111785153896), (37.633112463726796, 127.01592222890288), (37.635937698184726, 127.01615653832346), (37.63420326890718, 127.0186372033903), (37.63529407035215, 127.02135240315073), (37.631377994966904, 127.01840278340265)]",13,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,28,0,0,4,5,0,0,0,4,1,20,2,0,1,1,0,9,34.4219233252463,25.4219233252463
126.8326905033,37.5306800497,"8930e0aeaabffff","['8930e0aea07ffff', '8930e0aeabbffff', '8930e0aea17ffff', '8930e0aeaafffff', '8930e0aeaa3ffff', '8930e0aeaabffff', '8930e0aea33ffff']","[(37.52900320313191, 126.8320517096237), (37.53355207719037, 126.82980383739573), (37.53073253721685, 126.82957863288), (37.532913025137965, 126.83497563932535), (37.53464240080429, 126.83250235875951), (37.53182278256534, 126.83227702410564), (37.53009336744001, 126.83475019469783)]",0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,1,1,4,0,0,1,5,0,2,0,0,0,0,0,0,2.77034310226843,2.77034310226843
126.9786315589,37.6091374778,"8930e1da9c7ffff","['8930e1da9cfffff', '8930e1da9c3ffff', '8930e1da9d7ffff', '8930e1da98bffff', '8930e1da9c7ffff', '8930e1da913ffff', '8930e1da91bffff']","[(37.60654461576765, 126.97700656391899), (37.60827797999059, 126.9745277459568), (37.611101930490214, 126.97476002098571), (37.61219263419306, 126.97747135568329), (37.60936860573811, 126.97723894937486), (37.610459227967546, 126.97995037776823), (37.60763516004276, 126.97971786102539)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,2.23167213552679,2.23167213552679
127.1701802206,37.5596753507,"8930e1ce067ffff","['8930e1ce39bffff', '8930e1ce063ffff', '8930e1ce393ffff', '8930e1ce06fffff', '8930e1ce077ffff', '8930e1ce02bffff', '8930e1ce067ffff']","[(37.55928109225471, 127.17257962452221), (37.55993572164669, 127.1673767665791), (37.56210922234004, 127.17282104446302), (37.5581944217993, 127.16985750516365), (37.56276373498434, 127.16761794378802), (37.56385056522334, 127.17034010230613), (37.56102247413263, 127.17009879290121)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,1,2,4,0,0,0,2,0,8,0,0,0,0,0,0,5.47378714142089,5.47378714142089
126.975020071,37.6159402245,"8930e1da993ffff","['8930e1da993ffff', '8930e1da997ffff', '8930e1dad2fffff', '8930e1da99bffff', '8930e1dad2bffff', '8930e1da983ffff', '8930e1dad67ffff']","[(37.61674994690386, 126.97522463357487), (37.61784080650421, 126.97793623086926), (37.61957401279172, 126.9754569711407), (37.61392591946565, 126.97499231685747), (37.618483071723105, 126.97274546756833), (37.615016701119444, 126.97770378284716), (37.61565908378279, 126.9725132612998)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.33666913777334,1.33666913777334
126.8261042441,37.4857959746,"8930e0ac30bffff","['8930e0ac357ffff', '8930e0ac303ffff', '8930e0ac30bffff', '8930e0ac31bffff', '8930e0ac347ffff', '8930e0ac373ffff', '8930e0ac30fffff']","[(37.48453618940398, 126.82328201344636), (37.48844410206131, 126.8262029827736), (37.48562518460235, 126.82597810048627), (37.487355028523815, 126.82350676581359), (37.48280630616083, 126.82575323831527), (37.48389522034152, 126.82844941908884), (37.486714177121264, 126.82867441118735)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1.2916581945635,1.2916581945635
126.9538524172,37.6140141223,"8930e1dac23ffff","['8930e1dac33ffff', '8930e1dac3bffff', '8930e1dac37ffff', '8930e1dac2bffff', '8930e1dac2fffff', '8930e1dac27ffff', '8930e1dac23ffff']","[(37.61540226159389, 126.95152391393397), (37.61257882048709, 126.95129271584622), (37.616493386356254, 126.95423388007643), (37.61084638663823, 126.95377124232894), (37.61193735201432, 126.95648117107065), (37.61476091062457, 126.95671261073775), (37.61366986726796, 126.9540025508259)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2677078406825,1.2677078406825
126.9520156744,37.4832221615,"8930e036d13ffff","['8930e036d8bffff', '8930e036d8fffff', '8930e036dc7ffff', '8930e036d1bffff', '8930e036d03ffff', '8930e036d13ffff', '8930e036d17ffff']","[(37.486004674862585, 126.94879209700483), (37.48709212021087, 126.95149658412248), (37.48318282107665, 126.94856147896193), (37.48144829535832, 126.95103510742777), (37.4825355811532, 126.95373955731367), (37.484270188255344, 126.95126583544483), (37.48535755221886, 126.95397041597288)]",0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,8,1,3,4,0,9,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,7,0,0,1,3,0,0,3,1,2,1,0,27,3.98332121632955,-23.0166787836705
126.9295549146,37.4872398106,"8930e1d935bffff","['8930e1d935bffff', '8930e1d9227ffff', '8930e1d934bffff', '8930e1d922fffff', '8930e036c97ffff', '8930e1d9353ffff', '8930e1d9343ffff']","[(37.48685662214877, 126.93055619553147), (37.48859030140395, 126.92808276476161), (37.485122822416415, 126.93302960981195), (37.48576891690552, 126.92785310886201), (37.48403519849675, 126.93032642967783), (37.4896780848417, 126.93078598195711), (37.48794432426198, 126.93325950619902)]",0,0,0,0,0,9,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,2,7,74,0,0,1,6,0,0,0,1,0,2,2,2,1,1,0,33,11.2570862290836,-21.7429137709164
126.890374732,37.4777911941,"8930e0365c3ffff","['8930e0365dbffff', '8930e0365cfffff', '8930e0365d3ffff', '8930e0365c3ffff', '8930e0365c7ffff', '8930e0365d7ffff', '8930e0365cbffff']","[(37.477913721794614, 126.88801684013009), (37.477269244012774, 126.89318930092165), (37.48073404999708, 126.88824460165176), (37.47900170720509, 126.8907169594496), (37.480089689668475, 126.89341730258936), (37.48182211366777, 126.89094485123748), (37.47618133980866, 126.89048908805547)]",3,1,1,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,13,0,0,3,2,0,0,0,2,0,15,1,1,1,0,0,18,8.56517274992728,-9.43482725007272
127.0213949356,37.6324002472,"8930e1c35b3ffff","['8930e1c35b3ffff', '8930e1c35bbffff', '8930e1c35a3ffff', '8930e1c35b7ffff', '8930e1c264bffff', '8930e1c264fffff', '8930e1c3587ffff']","[(37.63246871855116, 127.02111785153896), (37.6296434051382, 127.02088332098666), (37.63073404711919, 127.0235984827603), (37.6335594383919, 127.0238331449441), (37.63420326890718, 127.0186372033903), (37.63529407035215, 127.02135240315073), (37.631377994966904, 127.01840278340265)]",0,0,0,0,0,0,0,0,0,0,9,0,6,3,0,4,0,1,3,0,13,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,10,0,0,0,4,0,0,4,0,2,1,0,15,8.48106803678158,-6.51893196321842
127.0662627741,37.5422259467,"8930e1c1343ffff","['8930e1c1353ffff', '8930e1c134bffff', '8930e1c1357ffff', '8930e1c135bffff', '8930e1c1343ffff', '8930e1c1347ffff', '8930e1c134fffff']","[(37.54297537180069, 127.06351835605886), (37.53841228965442, 127.06576013860766), (37.54406298216179, 127.06623279349054), (37.54015008406381, 127.06328214953791), (37.541237616496126, 127.06599645545016), (37.54232514513147, 127.06871098614924), (37.53949974036196, 127.06847453777999)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,4,0,0,0,4,0,2,0,0,0,0,0,0,3.17537633781272,3.17537633781272
126.9256974785,37.5585379706,"8930e1d847bffff","['8930e1d844fffff', '8930e1d86b7ffff', '8930e1d8447ffff', '8930e1d846bffff', '8930e1d847bffff', '8930e1d8473ffff', '8930e1d8463ffff']","[(37.55760066820182, 126.92323682762006), (37.555868335312745, 126.92571274590638), (37.56042278963483, 126.92346651641792), (37.55695808193185, 126.92841855685734), (37.55869049613815, 126.92594254489097), (37.56151269567011, 126.9261723644722), (37.559780320855246, 126.9286484866327)]",5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,0,2,3,0,0,0,3,0,9,1,0,0,0,0,0,4.58466543630285,4.58466543630285
126.9340006767,37.5678091215,"8930e1d8427ffff","['8930e1d842fffff', '8930e1d8423ffff', '8930e1d855bffff', '8930e1d8437ffff', '8930e1d8427ffff', '8930e1d8553ffff', '8930e1d85cbffff']","[(37.564782394375506, 126.93429125564249), (37.56651489245258, 126.93181483590054), (37.565872287432725, 126.93699800175462), (37.56933732552321, 126.93204495835963), (37.567604866853046, 126.93452148832992), (37.568694837983706, 126.93722836531748), (37.57042737799803, 126.93475174165701)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2.06328598450242,2.06328598450242
126.9527246386,37.4786868766,"8930e036d0bffff","['8930e036d1bffff', '8930e036d57ffff', '8930e036d0bffff', '8930e036d03ffff', '8930e036d47ffff', '8930e036d0fffff', '8930e036d73ffff']","[(37.48144829535832, 126.95103510742777), (37.47862644153278, 126.95080440006862), (37.47971364915471, 126.9535087193248), (37.4825355811532, 126.95373955731367), (37.47689175623645, 126.95327790200352), (37.48080085355876, 126.95621326260232), (37.477978882468506, 126.95598231464396)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,2,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,5,7,22,0,0,1,3,0,0,0,4,2,3,2,0,1,0,0,6,8.31968391054986,2.31968391054986
126.9545824277,37.5355385033,"8930e1d8343ffff","['8930e1d835bffff', '8930e1d834bffff', '8930e1d834fffff', '8930e1d8347ffff', '8930e1d8353ffff', '8930e1d8357ffff', '8930e1d8343ffff']","[(37.53398215321314, 126.95271576558743), (37.53224833282701, 126.95519137507333), (37.53333702499686, 126.95789817842736), (37.53615969704481, 126.95812940962676), (37.536804707902434, 126.95294675577104), (37.53789355956521, 126.95565359644894), (37.535070926784115, 126.95542247540583)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,2,10,0,0,0,4,2,4,0,0,0,0,0,0,14.0067198978237,14.0067198978237
127.0962682674,37.5055030879,"8930e1cabc7ffff","['8930e1cabd7ffff', '8930e1cabc3ffff', '8930e1cab13ffff', '8930e1cab1bffff', '8930e1cab8bffff', '8930e1cabcfffff', '8930e1cabc7ffff']","[(37.50624654173172, 127.09454432527447), (37.503420941228164, 127.09430679129244), (37.50559309698782, 127.09973673494767), (37.502767379612706, 127.09949895916522), (37.50733269948647, 127.09725931633729), (37.50168138160676, 127.09678400658012), (37.50450702104529, 127.09702165080363)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,2,4,4,0,1,1,2,0,1,0,4,1,2,1,0,0,0,0,0,2.12640308490811,2.12640308490811
127.0384596205,37.60308674,"8930e1c314fffff","['8930e1c314fffff', '8930e1c317bffff', '8930e1c314bffff', '8930e1c3143ffff', '8930e1c33b3ffff', '8930e1c3147ffff', '8930e1c33b7ffff']","[(37.60337051656713, 127.03707040429629), (37.60446019779682, 127.03978556298212), (37.602280831569864, 127.03435547073046), (37.605106150699136, 127.03459053797117), (37.600545158085126, 127.0368352265663), (37.60619591357668, 127.03730560313711), (37.60163476143553, 127.03955025364463)]",9,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,1,0,4,36,0,0,0,6,1,0,0,0,5,0,13,3,1,2,1,0,27,7.4804374793171,-19.5195625206829
127.0854017278,37.5021709285,"8930e1caaa3ffff","['8930e1caaa3ffff', '8930e1caabbffff', '8930e1caaafffff', '8930e1caaabffff', '8930e1caaa7ffff', '8930e1caab3ffff', '8930e1caab7ffff']","[(37.50298804532195, 127.08640069984537), (37.50190187218151, 127.08368660723652), (37.50124877002387, 127.08887774610575), (37.50016267866353, 127.0861635603989), (37.50407421463605, 127.08911501704418), (37.504727199892244, 127.083923636461), (37.505813450987404, 127.08663786055453)]",5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,3,0,1,1,0,1,0,0,6,1.68719380770335,-4.31280619229666
127.0076908633,37.610526376,"8930e1c3467ffff","['8930e1c3463ffff', '8930e1c3467ffff', '8930e1c3477ffff', '8930e1c3093ffff', '8930e1c346fffff', '8930e1c309bffff', '8930e1c342bffff']","[(37.61006609587238, 127.00614184191244), (37.61115636691033, 127.00885522013063), (37.612890827659136, 127.00637560966646), (37.61224663429081, 127.01156882343449), (37.608331595699184, 127.00862134190007), (37.609421785172, 127.01133481372781), (37.61398117660571, 127.00908911935336)]",4,1,2,1,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,3,4,0,0,0,5,1,6,1,1,1,0,0,18,7.15263652093696,-10.847363479063
127.1237014203,37.5467175589,"8930e1c1b47ffff","['8930e1c1b43ffff', '8930e1c1b73ffff', '8930e1c1b4fffff', '8930e1c1b7bffff', '8930e1c1b0bffff', '8930e1c1b57ffff', '8930e1c1b47ffff']","[(37.54428697854566, 127.12137569851646), (37.546460776496616, 127.12681258651509), (37.542547110998406, 127.12385496523234), (37.54363393010661, 127.12657338985139), (37.548200686917795, 127.12433311626133), (37.54711370807402, 127.12161465288905), (37.545373879548514, 127.12409403001925)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,2,5,0,0,0,5,1,5,0,0,0,0,0,0,5.34953842335817,5.34953842335817
126.9882842063,37.5720884851,"8930e1d8c37ffff","['8930e1d8cafffff', '8930e1d8c23ffff', '8930e1d8c37ffff', '8930e1d8dcbffff', '8930e1d8c33ffff', '8930e1d8ddbffff', '8930e1d8c27ffff']","[(37.57419435527755, 126.9848271637151), (37.56963623082069, 126.98707217591237), (37.57246003200137, 126.98730490460785), (37.5735494670655, 126.99001548863409), (37.57137059343235, 126.98459454533723), (37.57528387184079, 126.98753765417673), (37.570725587891545, 126.98978262874023)]",21,0,14,6,1,9,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,24,20,3,3,22,38,1,1,3,3,0,0,0,1,2,10,11,2,6,5,1,75,11.7640322035282,-63.2359677964718
126.9220963576,37.4761781439,"8930e0361a7ffff","['8930e036cdbffff', '8930e1d926bffff', '8930e0361a7ffff', '8930e0361afffff', '8930e036cd3ffff', '8930e0361b7ffff', '8930e0361a3ffff']","[(37.47339637397541, 126.92423235004534), (37.477951158068784, 126.92198887924177), (37.475130047175405, 126.92175954593068), (37.47230897537478, 126.92153023314599), (37.476217523998216, 126.92446179326667), (37.47686359994832, 126.91928672536775), (37.47404256727805, 126.91905752248593)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,23,9,1,6,0,0,0,0,0,10,0,0,0,4,0,0,5,1,3,1,0,33,8.70962420446472,-24.2903757955353
126.8824296238,37.5872242743,"8930e1da6cbffff","['8930e1da6c3ffff', '8930e1da6cfffff', '8930e1da6dbffff', '8930e0a5b37ffff', '8930e1da6cbffff', '8930e0a5b27ffff', '8930e1da653ffff']","[(37.589853308025184, 126.88137151565662), (37.58812306698337, 126.88384782335328), (37.588762017589715, 126.87866748657763), (37.585940645422355, 126.87843980194738), (37.5870318577376, 126.88114370038889), (37.584210446013095, 126.88091590553987), (37.58530157713955, 126.88361989785932)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,3,0,0,0,0,1,0,6,0,0,0,0,0,0,2.57723606304703,2.57723606304703
127.0863389093,37.6433768384,"8930e1c2a93ffff","['8930e1c2e2fffff', '8930e1c2a9bffff', '8930e1c2e67ffff', '8930e1c2a93ffff', '8930e1c2e2bffff', '8930e1c2a83ffff', '8930e1c2a97ffff']","[(37.645599648132844, 127.0878788854883), (37.63994555308568, 127.08740346583583), (37.64168242191997, 127.08492125285626), (37.642772581431146, 127.087641164983), (37.64450941086962, 127.08515884131327), (37.641035630797894, 127.09012347145126), (37.64386273689443, 127.09036130265406)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.97403201333825,1.97403201333825
126.9728429911,37.4764774566,"8930e0369bbffff","['8930e0369a3ffff', '8930e03698fffff', '8930e0369b3ffff', '8930e036917ffff', '8930e0369bbffff', '8930e0369abffff', '8930e036987ffff']","[(37.47712135498868, 126.97422401215343), (37.47494761381758, 126.96881305852519), (37.478856808831125, 126.97175009326219), (37.47321220236705, 126.97128677410771), (37.47603448604802, 126.97151842331303), (37.474298993155415, 126.97399223222212), (37.477769858447424, 126.96904459775571)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,5,0,0,0,2,1,0,0,0,0,0,0,0,4.03016460811192,4.03016460811192
127.024840664,37.6441492413,"8930e1c2607ffff","['8930e1c2603ffff', '8930e1c263bffff', '8930e1c2607ffff', '8930e1c26abffff', '8930e1c260fffff', '8930e1c2633ffff', '8930e1c2617ffff']","[(37.64377035595256, 127.02205618437131), (37.64312679208003, 127.02725317165944), (37.64486138718824, 127.0247720044286), (37.6476869702482, 127.02500677200116), (37.64203584245952, 127.0245372579394), (37.64595241464547, 127.02748804985053), (37.64659586117479, 127.02229082024934)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,3,12,1,0,0,3,5,0,0,0,5,0,4,1,0,1,1,0,9,5.11087645308876,-3.88912354691124
127.0257630065,37.6347294489,"8930e1c266bffff","['8930e1c267bffff', '8930e1c266bffff', '8930e1c35a7ffff', '8930e1c22d3ffff', '8930e1c266fffff', '8930e1c35b7ffff', '8930e1c2663ffff']","[(37.636384868048246, 127.0240678282), (37.63465015447572, 127.02654866363397), (37.631824685348654, 127.02631386979866), (37.63291531981315, 127.02902948211758), (37.635740866789185, 127.02926440762437), (37.6335594383919, 127.0238331449441), (37.63747566198206, 127.02678347855398)]",3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,23,0,12,11,0,5,9,4,0,0,1,5,0,0,0,1,0,5,4,1,2,2,0,30,5.49076629646959,-24.5092337035304
