"x","y","h3_address","neighbours","neighbours_centroids","caslt_cnt","dth_dnv_cnt","se_dnv_cnt","sl_dnv_cnt","wnd_dnv_cnt","caslt_cnt_1","dth_dnv_cnt_1","se_dnv_cnt_1","sl_dnv_cnt_1","wnd_dnv_cnt_1","caslt_cnt_2","dth_dnv_cnt_2","se_dnv_cnt_2","sl_dnv_cnt_2","wnd_dnv_cnt_2","caslt_cnt_3","dth_dnv_cnt_3","se_dnv_cnt_3","sl_dnv_cnt_3","wnd_dnv_cnt_3","caslt_cnt_4","dth_dnv_cnt_4","se_dnv_cnt_4","sl_dnv_cnt_4","wnd_dnv_cnt_4","caslt_cnt_5","dth_dnv_cnt_5","se_dnv_cnt_5","sl_dnv_cnt_5","wnd_dnv_cnt_5","caslt_cnt_6","dth_dnv_cnt_6","se_dnv_cnt_6","sl_dnv_cnt_6","wnd_dnv_cnt_6","bus_station_cnt","traffic_cnt","pleasure_cnt","seoul_police_cnt","park_cnt","crossroad_cnt","도로10이하_cnt","도로10_20_cnt","도로20_30_cnt","도로30이상_cnt","child_cnt","silver_cnt","crosswalk_cnt","t_caslt_cnt","t_dth_dnv_cnt","t_se_dnv_cnt","t_sl_dnv_cnt","t_wnd_dnv_cnt","EPDO","pred_EPDO","diff"
126.981850964,37.5833715842,"8930e1dab47ffff","['8930e1dab0bffff', '8930e1dab57ffff', '8930e1dab7bffff', '8930e1dab43ffff', '8930e1dab73ffff', '8930e1dab4fffff', '8930e1dab47ffff']","[(37.58613392049726, 126.98056894996715), (37.58504400349799, 126.97785847789272), (37.58157611862826, 126.98281448475116), (37.58222028248265, 126.9776261488104), (37.58439995701294, 126.98304705537903), (37.58048636109626, 126.98010405026433), (37.583310121493525, 126.98033648969088)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1.84042256450269,1.84042256450269
127.0376017248,37.6389957992,"8930e1c2287ffff","['8930e1c2287ffff', '8930e1c2297ffff', '8930e1c2283ffff', '8930e1c22bbffff', '8930e1c228fffff', '8930e1c204bffff', '8930e1c22b3ffff']","[(37.63901298097283, 127.03741299155716), (37.640748021075076, 127.03493178160237), (37.637922280051214, 127.03469657157012), (37.63727781975223, 127.03989418451545), (37.63618720048217, 127.03717767091597), (37.64183879982509, 127.03764833333348), (37.64010367807028, 127.04012963690806)]",5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,2,5,0,0,0,8,0,4,1,0,1,0,0,6,6.36498462011734,0.364984620117339
127.0877398688,37.6000752053,"8930e1c038fffff","['8930e1c0313ffff', '8930e1c038bffff', '8930e1c03bbffff', '8930e1c0387ffff', '8930e1c038fffff', '8930e1c0383ffff', '8930e1c0317ffff']","[(37.59689598894049, 127.08903919595633), (37.59863365049828, 127.08655856595132), (37.600811460391185, 127.0919952942851), (37.602549164494455, 127.08951446036158), (37.59972255743875, 127.0892768174902), (37.601460179741956, 127.08679607693674), (37.59798481408191, 127.09175754085798)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,2.78786276136065,2.78786276136065
127.0861628024,37.5489204062,"8930e1c1e43ffff","['8930e1c1e57ffff', '8930e1c1e43ffff', '8930e1c1e53ffff', '8930e1c1e5bffff', '8930e1c1e4fffff', '8930e1c1e4bffff', '8930e1c1e47ffff']","[(37.551676147473344, 127.08524015098106), (37.54885023645659, 127.08500289174711), (37.55058856401024, 127.08252413957206), (37.54776273088464, 127.08228701199694), (37.54711178802405, 127.08748162678008), (37.54602436423314, 127.08476565379917), (37.549937738137665, 127.08771899639422)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.33711305193438,1.33711305193438
127.0526107641,37.4744102373,"8930e1c846fffff","['8930e1c846bffff', '8930e1c80d7ffff', '8930e1c8463ffff', '8930e1c846fffff', '8930e1c809bffff', '8930e1c8467ffff', '8930e1c80d3ffff']","[(37.47192197069472, 127.04972273346766), (37.47126919246524, 127.05490861317153), (37.47474612795315, 127.04995805987251), (37.47300772050178, 127.0524333450079), (37.47409346667509, 127.05514418083055), (37.47583195580521, 127.05266880258368), (37.47018352433596, 127.05219790852712)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,2.85486028824856,2.85486028824856
127.0310489521,37.5756256121,"8930e1c148bffff","['8930e1c1413ffff', '8930e1c14d7ffff', '8930e1c14c7ffff', '8930e1c148bffff', '8930e1c148fffff', '8930e1c149bffff', '8930e1c1483ffff']","[(37.57402976169332, 127.0320059582616), (37.5746767160558, 127.0268139899432), (37.572940852039835, 127.02929256490962), (37.57576570733122, 127.02952728984062), (37.57685469491422, 127.03224081464691), (37.57750153207081, 127.02704860448738), (37.57859060127673, 127.02976203583178)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,4,0,0,0,1,0,2,0,0,0,0,0,0,3.00485393148562,3.00485393148562
126.9366258557,37.5114663911,"8930e1d910bffff","['8930e1d910fffff', '8930e1d9157ffff', '8930e1d911bffff', '8930e1d9103ffff', '8930e1d910bffff', '8930e1d9173ffff', '8930e1d9147ffff']","[(37.5126943886929, 126.94050880186899), (37.51051774324979, 126.9350994185683), (37.513339595955934, 126.93532950031496), (37.51442799842632, 126.93803421053651), (37.511606067570696, 126.93780399812445), (37.50987241861687, 126.94027847940315), (37.508784175643214, 126.93757380633139)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,3.94364781859552,3.94364781859552
126.9291040847,37.5683550228,"8930e1d8433ffff","['8930e1d84abffff', '8930e1d8407ffff', '8930e1d84afffff', '8930e1d8423ffff', '8930e1d8437ffff', '8930e1d843bffff', '8930e1d8433ffff']","[(37.56997952637497, 126.92686194682315), (37.567157210801554, 126.92663206543551), (37.57106966344064, 126.92956841185276), (37.56651489245258, 126.93181483590054), (37.56933732552321, 126.93204495835963), (37.56542491479566, 126.92910840801346), (37.568247269786596, 126.9293383996244)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,1,0,0,1,1,0,0,0,12,2.90781320508869,-9.09218679491131
126.9166730985,37.5125570787,"8930e1d908fffff","['8930e1d9017ffff', '8930e1d9013ffff', '8930e1d908fffff', '8930e1d9083ffff', '8930e1d908bffff', '8930e1d90bbffff', '8930e1d9087ffff']","[(37.50963053723754, 126.91933526517825), (37.50854203452906, 126.91663199343239), (37.51136341792763, 126.91686120212353), (37.51309617807662, 126.91438712262217), (37.510274833933124, 126.91415802394756), (37.5124519988138, 126.91956460442083), (37.514184840249754, 126.91709043134223)]",9,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,11,5,0,0,2,3,0,0,0,4,1,4,2,0,1,0,0,6,6.06398673261144,0.0639867326114398
126.9197750757,37.6167460748,"8930e1da52fffff","['8930e1da52bffff', '8930e1da193ffff', '8930e1da527ffff', '8930e1da523ffff', '8930e1da197ffff', '8930e1d125bffff', '8930e1da52fffff']","[(37.61533004532519, 126.91746260020082), (37.61359890634917, 126.91994056943224), (37.61924433937575, 126.92040004740878), (37.61815270303256, 126.91769221851403), (37.614690383361996, 126.92264836120722), (37.61751315868026, 126.92287822087802), (37.61642160364398, 126.9201702981168)]",0,0,0,0,0,0,0,0,0,0,24,0,14,9,1,0,0,0,0,0,3,0,2,0,1,5,1,3,1,0,0,0,0,0,0,1,10,13,0,1,2,3,0,0,0,4,2,4,5,1,3,1,0,33,6.42257740921826,-26.5774225907817
127.0582137746,37.4472334448,"8930e1c821bffff","['8930e1c8213ffff', '8930e1c821bffff', '8930e1c8257ffff', '8930e1c8203ffff', '8930e1c82c7ffff', '8930e1c820bffff', '8930e1c82cfffff']","[(37.450846485582154, 127.05844481514369), (37.44802240800908, 127.05820917513459), (37.44519836969112, 127.05797355622978), (37.44910736272582, 127.06091937208467), (37.44976144917259, 127.05573471121951), (37.44628324633651, 127.06068362206742), (37.44693744967187, 127.05549920231556)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,2.36184833509435,2.36184833509435
127.010220185,37.5590850196,"8930e1d8953ffff","['8930e1d895bffff', '8930e1d89cfffff', '8930e1d8953ffff', '8930e1d8957ffff', '8930e1d8943ffff', '8930e1d89cbffff', '8930e1d8827ffff']","[(37.556845685313775, 127.0096038173327), (37.562494111041886, 127.01007132311365), (37.55966987881585, 127.00983755974126), (37.56075865805011, 127.01254911661002), (37.5579343865679, 127.01231524292426), (37.56140525024397, 127.00735985971365), (37.558581095999024, 127.0071262276111)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,5,1,0,0,0,0,0,0,0,3.14714377255853,3.14714377255853
127.040647947,37.5600044216,"8930e1c10dbffff","['8930e1c10d3ffff', '8930e1c10cbffff', '8930e1c16a7ffff', '8930e1c1637ffff', '8930e1c10dbffff', '8930e1c16afffff', '8930e1c10c3ffff']","[(37.56143470586554, 127.04144992988988), (37.55687306405317, 127.04369294780594), (37.560346278634654, 127.03873642576444), (37.55578479641527, 127.0409794817515), (37.55860973177196, 127.04121469527044), (37.557521382479806, 127.03850132259105), (37.559698077347605, 127.04392829277826)]",5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,5,22,0,1,0,3,2,0,0,0,0,1,9,1,1,0,0,0,12,5.44017800490555,-6.55982199509445
126.8330645477,37.5520467023,"8930e0ae8abffff","['8930e0ae817ffff', '8930e0ae833ffff', '8930e0ae8afffff', '8930e0ae8abffff', '8930e0ae807ffff', '8930e0ae8a3ffff', '8930e0ae8bbffff']","[(37.55047013131031, 126.83115548799104), (37.54983178569681, 126.83632873105581), (37.55265171473056, 126.83655431703032), (37.55156092442667, 126.83385479044422), (37.54874107362732, 126.83362933470212), (37.55438081394057, 126.83408026637714), (37.55328994258888, 126.83138083369896)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,2.55460616168985,2.55460616168985
127.009998452,37.5872437824,"8930e1c32d7ffff","['8930e1c32d3ffff', '8930e1c329bffff', '8930e1c32c7ffff', '8930e1c366fffff', '8930e1c328bffff', '8930e1c32d7ffff', '8930e1c32c3ffff']","[(37.58573481301197, 127.00675107143624), (37.58964891987485, 127.00969733367792), (37.58508936134355, 127.01194218512818), (37.58855927587838, 127.00698478183074), (37.58791394149682, 127.01217613730164), (37.586824379065746, 127.00946349190792), (37.58399987685423, 127.00922967111735)]",0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,3,5,0,0,0,4,1,2,1,2,0,1,0,27,6.78654267942599,-20.213457320574
126.9479462276,37.6022504581,"8930e1daeb7ffff","['8930e1dac4fffff', '8930e1daea3ffff', '8930e1daea7ffff', '8930e1dac7bffff', '8930e1daeb7ffff', '8930e1dac6bffff', '8930e1daeb3ffff']","[(37.604750261878266, 126.94541191112147), (37.60019470261891, 126.94765904526112), (37.60128544081978, 126.95036813087832), (37.60584115947023, 126.94812103407604), (37.60301791179133, 126.94789002930847), (37.60410872799651, 126.95059924601838), (37.601927092204576, 126.94518103743924)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.44826803720847,1.44826803720847
127.0289219984,37.639491579,"8930e1c2667ffff","['8930e1c2667ffff', '8930e1c262bffff', '8930e1c2677ffff', '8930e1c229bffff', '8930e1c266fffff', '8930e1c2293ffff', '8930e1c2663ffff']","[(37.63856645214008, 127.02949935422846), (37.641392075852714, 127.02973432193272), (37.64030120785452, 127.02701831456152), (37.636831575318844, 127.03198037693114), (37.635740866789185, 127.02926440762437), (37.63965723850892, 127.03221545523934), (37.63747566198206, 127.02678347855398)]",0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,12,11,0,2,11,1,0,0,2,3,0,0,0,2,0,4,4,2,3,2,0,48,3.41732620576418,-44.5826737942358
126.8950129324,37.5308247054,"8930e1db22fffff","['8930e1db223ffff', '8930e1db22bffff', '8930e1db227ffff', '8930e1db22fffff', '8930e1d9497ffff', '8930e1d9493ffff', '8930e1db35bffff']","[(37.53150662389305, 126.89234779735898), (37.52868559464288, 126.89211966850664), (37.53259609551355, 126.89505039386171), (37.52977498808054, 126.89482213451932), (37.528043231694085, 126.89729645531224), (37.52695391947975, 126.8945938956199), (37.530864378476764, 126.8975248247091)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,5,2,0,0,0,5,0,2,0,0,0,0,0,0,2.66372826619799,2.66372826619799
127.0986661705,37.5937304072,"8930e1c032bffff","['8930e1c032fffff', '8930e1c0367ffff', '8930e1c0323ffff', '8930e1c1d93ffff', '8930e1c033bffff', '8930e1c032bffff', '8930e1c0377ffff']","[(37.59385943339756, 127.10191845791518), (37.589944132296466, 127.09896154405237), (37.59559762172774, 127.09943769283551), (37.59103263017107, 127.10168026228928), (37.59450896421791, 127.09671893599982), (37.592770857716, 127.09919960775565), (37.591682278014105, 127.09648098283525)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,5,0,0,0,2,0,3,0,0,0,0,0,0,3.92406541297442,3.92406541297442
127.0798787494,37.6069118173,"8930e1c003bffff","['8930e1c0023ffff', '8930e1c000fffff', '8930e1c0007ffff', '8930e1c002bffff', '8930e1c0033ffff', '8930e1c003bffff', '8930e1c0077ffff']","[(37.60776155041351, 127.0820718554986), (37.60558308623698, 127.07663587428054), (37.60840945836534, 127.076872943048), (37.60493506117681, 127.08183454430909), (37.609498770247484, 127.07959095287723), (37.60667232030317, 127.07935375225318), (37.603845908881446, 127.07911657292756)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,2,0,0,2,2,0,0,0,4,0,6,0,0,0,0,0,0,3.47036598156448,3.47036598156448
126.9419637014,37.5086575991,"8930e1d9163ffff","['8930e1d9163ffff', '8930e1d917bffff', '8930e1d9177ffff', '8930e1d916bffff', '8930e1d916fffff', '8930e1d9167ffff', '8930e1d9173ffff']","[(37.50813864909706, 126.94275294414196), (37.5070504874777, 126.94004817756601), (37.51096065838379, 126.94298337665927), (37.505316678755854, 126.94252253226311), (37.506404759013876, 126.94522739233187), (37.509226807501655, 126.94545793489831), (37.50987241861687, 126.94027847940315)]",0,0,0,0,0,5,0,2,3,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,3,4,0,0,0,1,6,0,1,0,4,0,0,2,0,1,1,0,9,2.9918897905917,-6.0081102094083
127.0515100417,37.6141158621,"8930e1c0453ffff","['8930e1c0457ffff', '8930e1c3127ffff', '8930e1c04cfffff', '8930e1c045bffff', '8930e1c0453ffff', '8930e1c04cbffff', '8930e1c0443ffff']","[(37.615560313805304, 127.05383673267598), (37.6133806741964, 127.04840386196403), (37.61729635922554, 127.0513560841979), (37.61164467110107, 127.0508843063827), (37.614470495923634, 127.05112018470052), (37.616206459653746, 127.04863962973626), (37.612734411139186, 127.05360072262557)]",8,1,3,4,0,11,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,1,0,4,0,3,1,0,3,13,0,0,0,3,6,0,0,0,3,0,9,4,3,2,2,0,54,6.30198070569847,-47.6980192943015
126.9494770275,37.5984212778,"8930e1daeafffff","['8930e1da8dbffff', '8930e1daeafffff', '8930e1dae37ffff', '8930e1dae33ffff', '8930e1daeabffff', '8930e1daea7ffff', '8930e1daea3ffff']","[(37.59955284896617, 126.95284621582188), (37.59846219215824, 126.95013703646818), (37.596729560825196, 126.95261501105135), (37.59563898202496, 126.94990596278524), (37.59737153196602, 126.94742808193118), (37.60128544081978, 126.95036813087832), (37.60019470261891, 126.94765904526112)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3.21810480383812,3.21810480383812
127.0318284716,37.6204552019,"8930e1c3193ffff","['8930e1c3197ffff', '8930e1c352fffff', '8930e1c3183ffff', '8930e1c3193ffff', '8930e1c352bffff', '8930e1c319bffff', '8930e1c3567ffff']","[(37.620968640053114, 127.03328575485043), (37.62270383518702, 127.03080530198228), (37.61814316786658, 127.03305069261634), (37.61987840241608, 127.03057035029107), (37.62161351591942, 127.02808999100678), (37.61705300809421, 127.03033541969278), (37.61878816101409, 127.02785517094402)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,7,0,5,2,0,8,0,5,3,0,0,0,0,0,0,0,9,1,0,0,4,0,0,3,0,2,1,0,15,6.83833994824358,-8.16166005175642
126.9093029012,37.5066778664,"8930e1d90d3ffff","['8930e1d90dbffff', '8930e1d90d3ffff', '8930e1d90d7ffff', '8930e1d90c3ffff', '8930e1d946bffff', '8930e1d946fffff', '8930e1d96a7ffff']","[(37.50527650783851, 126.9085235227404), (37.5080976566724, 126.90875233989618), (37.509186246843655, 126.91145506987704), (37.50636501981629, 126.91122612222931), (37.509830173008645, 126.90627854115054), (37.5109188444428, 126.90898117754216), (37.50700906343269, 126.90604983398912)]",0,0,0,0,0,0,0,0,0,0,7,1,2,4,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,6,0,1,2,2,1,1,0,33,4.60600141596138,-28.3939985840386
127.0203510916,37.5084882294,"8930e1ca637ffff","['8930e1ca0cbffff', '8930e1ca627ffff', '8930e1ca623ffff', '8930e1ca633ffff', '8930e1ca637ffff', '8930e1ca0dbffff', '8930e1ca6afffff']","[(37.509716643916335, 127.0214236588683), (37.506892759312926, 127.02118954868932), (37.50580563612919, 127.01847962416714), (37.50754223792509, 127.01600377199189), (37.50862944269208, 127.01871360322026), (37.511453288218334, 127.01894760324369), (37.51036600540986, 127.01623764089682)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,4.3722989833712,4.3722989833712
126.9389983767,37.5000647512,"8930e1d93a3ffff","['8930e1d93a3ffff', '8930e1d93b3ffff', '8930e1d93a7ffff', '8930e1d93afffff', '8930e1d93bbffff', '8930e1d93b7ffff', '8930e1d93abffff']","[(37.50140674206191, 126.93958763576688), (37.50314050862468, 126.9371134845913), (37.50249474737322, 126.9422921410199), (37.49967285496213, 126.94206177040962), (37.50031873355967, 126.9368833546387), (37.50422859528836, 126.93981789635487), (37.49858492781134, 126.93935739579933)]",7,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,4,1,0,0,0,0,0,2,8,1,0,0,2,8,0,0,0,4,0,3,3,0,1,1,0,9,6.74624875576045,-2.25375124423955
127.0196594659,37.5664197674,"8930e1d8933ffff","['8930e1d8933ffff', '8930e1d89afffff', '8930e1d8923ffff', '8930e1d893bffff', '8930e1d8937ffff', '8930e1d8907ffff', '8930e1d89abffff']","[(37.566849518220415, 127.02091942445661), (37.569674101010754, 127.0211537341244), (37.56511373889355, 127.02339759178668), (37.564024974123505, 127.02068513580568), (37.56793836094483, 127.02363201180702), (37.565760671854534, 127.01820706192784), (37.56858517668953, 127.01844124023359)]",18,0,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,1,0,4,0,4,0,0,1,1,14,0,0,0,7,0,0,0,6,2,1,4,0,3,1,1,21,9.96423175651668,-11.0357682434833
127.011330288,37.5740421739,"8930e1d8997ffff","['8930e1d8d2fffff', '8930e1d8993ffff', '8930e1d8997ffff', '8930e1d8983ffff', '8930e1c324bffff', '8930e1d8987ffff', '8930e1c325bffff']","[(37.57552660193588, 127.0085283345939), (37.57270225424547, 127.00829459769282), (37.57379142692406, 127.01100658629774), (37.57096703993297, 127.01077273904194), (37.57488059599336, 127.01371879974089), (37.57205613104398, 127.01348482114504), (37.57661585257374, 127.01124045453149)]",0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,11,0,0,0,2,1,0,2,1,1,1,0,21,9.16972943007545,-11.8302705699246
126.9038290071,37.4986972923,"8930e1d963bffff","['8930e1d960fffff', '8930e1d963bffff', '8930e1d9623ffff', '8930e1d962bffff', '8930e1d9677ffff', '8930e1d9607ffff', '8930e1d9633ffff']","[(37.49745760673159, 126.902661944831), (37.49854596840169, 126.90536383536052), (37.499634327032304, 126.90806594988858), (37.496813295085964, 126.90783719418702), (37.495725014666995, 126.90513521009379), (37.500278521233504, 126.9028904601399), (37.501366961116204, 126.90559248109685)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,18,1,0,0,2,7,0,0,0,7,1,1,1,0,1,0,0,6,12.5404661038313,6.54046610383135
127.1014648379,37.5991734917,"8930e1c0ecbffff","['8930e1c0337ffff', '8930e1c0ecbffff', '8930e1c0ecfffff', '8930e1c0ec3ffff', '8930e1c0e53ffff', '8930e1c0327ffff', '8930e1c0edbffff']","[(37.59842442431861, 127.09967579929483), (37.599513155600896, 127.10239491333752), (37.600601882838504, 127.10511425267501), (37.602340074551456, 127.10263317313971), (37.59777492465681, 127.10487588229991), (37.59668627521187, 127.1021566749303), (37.60125126547547, 127.09991392713647)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,1,4,0,0,0,2,0,2,0,0,0,0,0,0,3.62588474257053,3.62588474257053
126.9012097299,37.517705216,"8930e1d9403ffff","['8930e1d9417ffff', '8930e1d940fffff', '8930e1d941bffff', '8930e1d940bffff', '8930e1d9403ffff', '8930e1d9413ffff', '8930e1d9407ffff']","[(37.52175817061496, 126.90201647873302), (37.51720482618349, 126.90426198174616), (37.51784802951818, 126.89908544414513), (37.5161159140527, 126.90155940208489), (37.51893702289164, 126.90178793017567), (37.52066909905288, 126.8993138622152), (37.52002601321012, 126.90449064033164)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,12,4,0,3,16,70,1,0,2,3,0,0,0,0,0,12,3,2,2,1,0,39,8.57866247480829,-30.4213375251917
126.9519651274,37.4845739055,"8930e036d13ffff","['8930e036d8bffff', '8930e036d8fffff', '8930e036dc7ffff', '8930e036d1bffff', '8930e036d03ffff', '8930e036d13ffff', '8930e036d17ffff']","[(37.486004674862585, 126.94879209700483), (37.48709212021087, 126.95149658412248), (37.48318282107665, 126.94856147896193), (37.48144829535832, 126.95103510742777), (37.4825355811532, 126.95373955731367), (37.484270188255344, 126.95126583544483), (37.48535755221886, 126.95397041597288)]",0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,8,1,3,4,0,9,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,7,0,0,1,3,0,0,3,1,2,1,0,27,3.98332121632955,-23.0166787836705
126.9908851291,37.5672642223,"8930e1d8c2fffff","['8930e1d8c23ffff', '8930e1d8c2bffff', '8930e1d8893ffff', '8930e1d8d5bffff', '8930e1d8c2fffff', '8930e1d8897ffff', '8930e1d8c27ffff']","[(37.56963623082069, 126.98707217591237), (37.56681246831171, 126.9868394680874), (37.565077945558905, 126.98931697159898), (37.56899102295065, 126.99226033610307), (37.56790174738499, 126.98954978972945), (37.56616714312793, 126.9920273867794), (37.570725587891545, 126.98978262874023)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,24,20,3,2,2,57,0,1,0,4,0,0,0,0,2,6,7,2,3,3,0,51,10.1462075565246,-40.8537924434754
127.0405709418,37.6448666293,"8930e1c2047ffff","['8930e1c200bffff', '8930e1c2047ffff', '8930e1c2057ffff', '8930e1c2043ffff', '8930e1c2073ffff', '8930e1c207bffff', '8930e1c204fffff']","[(37.64858148311518, 127.04083612098388), (37.645755509764875, 127.04060060513942), (37.64749055256198, 127.03811908030292), (37.64466465702587, 127.0378836962478), (37.646846358655424, 127.04331773945077), (37.644020345822916, 127.0430821129631), (37.64292957474553, 127.04036511044845)]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,1,3,0,0,1,0,4,0,0,0,0,0,0,0,0,1.36559333841407,1.36559333841407
126.8161797689,37.5668782398,"8930e0aeca3ffff","['8930e0aecabffff', '8930e0aecb3ffff', '8930e0aecafffff', '8930e0aecb7ffff', '8930e0aecbbffff', '8930e0aeca3ffff', '8930e0aeca7ffff']","[(37.56366151950167, 126.81653675492744), (37.568209266629495, 126.81428728101821), (37.56475287699098, 126.81923562391992), (37.569300783354386, 126.81698618620874), (37.56538969362022, 126.81406268550015), (37.56648113210764, 126.81676146050532), (37.56757256783349, 126.81946045969057)]",0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,3,2,0,0,0,1,0,11,1,0,1,0,0,6,3.94333359605182,-2.05666640394818
